subj_idx,bias_source,bias_direction,addition_length,quantiles,boundary,value,p,experiment,model_name
S018,mullerlyer,short,50,0.9,q_lower,1.0379475264263371,0.5444399999999905,add_len,dczBDAL_sV
S018,mullerlyer,short,60,0.1,q_lower,0.2563951599779388,0.6487600000000103,add_len,dczBDAL_sV
S018,mullerlyer,short,60,0.3,q_lower,0.3173812935224925,0.6487600000000103,add_len,dczBDAL_sV
S018,mullerlyer,short,60,0.5,q_lower,0.39627812074984625,0.6487600000000103,add_len,dczBDAL_sV
S018,mullerlyer,short,60,0.7,q_lower,0.5317667366406622,0.6487600000000103,add_len,dczBDAL_sV
S018,mullerlyer,short,60,0.9,q_lower,0.9014835495523998,0.6487600000000103,add_len,dczBDAL_sV
S019,mullerlyer,long,30,0.1,q_lower,0.3520672194094287,0.47651351351351356,add_len,dczBDAL_sV
S019,mullerlyer,long,30,0.3,q_lower,0.4777628212851623,0.47651351351351356,add_len,dczBDAL_sV
S019,mullerlyer,long,30,0.5,q_lower,0.6306110853378799,0.47651351351351356,add_len,dczBDAL_sV
S019,mullerlyer,long,30,0.7,q_lower,0.872689797263405,0.47651351351351356,add_len,dczBDAL_sV
S019,mullerlyer,long,30,0.9,q_lower,1.4351502919420656,0.47651351351351356,add_len,dczBDAL_sV
S019,mullerlyer,long,40,0.1,q_lower,0.3523179127363819,0.4803892617449674,add_len,dczBDAL_sV
S019,mullerlyer,long,40,0.3,q_lower,0.477646346300521,0.4803892617449674,add_len,dczBDAL_sV
S019,mullerlyer,long,40,0.5,q_lower,0.6333676055165812,0.4803892617449674,add_len,dczBDAL_sV
S019,mullerlyer,long,40,0.7,q_lower,0.8766377806915823,0.4803892617449674,add_len,dczBDAL_sV
S019,mullerlyer,long,40,0.9,q_lower,1.4360965783566622,0.4803892617449674,add_len,dczBDAL_sV
S019,mullerlyer,long,50,0.1,q_lower,0.35162584923807727,0.5948666666666613,add_len,dczBDAL_sV
S019,mullerlyer,long,50,0.3,q_lower,0.4695147296507482,0.5948666666666613,add_len,dczBDAL_sV
S019,mullerlyer,long,50,0.5,q_lower,0.6120676957223209,0.5948666666666613,add_len,dczBDAL_sV
S019,mullerlyer,long,50,0.7,q_lower,0.8385484536786909,0.5948666666666613,add_len,dczBDAL_sV
S019,mullerlyer,long,50,0.9,q_lower,1.369135152314064,0.5948666666666613,add_len,dczBDAL_sV
S019,mullerlyer,long,60,0.1,q_lower,0.35552065878061656,0.5724563758389255,add_len,dczBDAL_sV
S019,mullerlyer,long,60,0.3,q_lower,0.4788560089394713,0.5724563758389255,add_len,dczBDAL_sV
S019,mullerlyer,long,60,0.5,q_lower,0.6271974050618061,0.5724563758389255,add_len,dczBDAL_sV
S019,mullerlyer,long,60,0.7,q_lower,0.8581965556113609,0.5724563758389255,add_len,dczBDAL_sV
S019,mullerlyer,long,60,0.9,q_lower,1.393715741280266,0.5724563758389255,add_len,dczBDAL_sV
S019,mullerlyer,short,30,0.1,q_lower,0.3400520332667214,0.4741866666666706,add_len,dczBDAL_sV
S019,mullerlyer,short,30,0.3,q_lower,0.45908555212156926,0.4741866666666706,add_len,dczBDAL_sV
S019,mullerlyer,short,30,0.5,q_lower,0.6097362644293145,0.4741866666666706,add_len,dczBDAL_sV
S019,mullerlyer,short,30,0.7,q_lower,0.848847589218097,0.4741866666666706,add_len,dczBDAL_sV
S019,mullerlyer,short,30,0.9,q_lower,1.417136252605479,0.4741866666666706,add_len,dczBDAL_sV
S019,mullerlyer,short,40,0.1,q_lower,0.37607602355266034,0.5046666666666654,add_len,dczBDAL_sV
S019,mullerlyer,short,40,0.3,q_lower,0.5085882403507176,0.5046666666666654,add_len,dczBDAL_sV
S019,mullerlyer,short,40,0.5,q_lower,0.663962007610225,0.5046666666666654,add_len,dczBDAL_sV
S019,mullerlyer,short,40,0.7,q_lower,0.8960487554999076,0.5046666666666654,add_len,dczBDAL_sV
S019,mullerlyer,short,40,0.9,q_lower,1.4374686207155731,0.5046666666666654,add_len,dczBDAL_sV
S019,mullerlyer,short,50,0.1,q_lower,0.36944274090258195,0.4863265306122442,add_len,dczBDAL_sV
S019,mullerlyer,short,50,0.3,q_lower,0.5003788608667479,0.4863265306122442,add_len,dczBDAL_sV
S019,mullerlyer,short,50,0.5,q_lower,0.6552716217198148,0.4863265306122442,add_len,dczBDAL_sV
S019,mullerlyer,short,50,0.7,q_lower,0.8953578993201615,0.4863265306122442,add_len,dczBDAL_sV
S019,mullerlyer,short,50,0.9,q_lower,1.4471374025081076,0.4863265306122442,add_len,dczBDAL_sV
S019,mullerlyer,short,60,0.1,q_lower,0.3339646778228146,0.48530666666666855,add_len,dczBDAL_sV
S019,mullerlyer,short,60,0.3,q_lower,0.45105620187794276,0.48530666666666855,add_len,dczBDAL_sV
S019,mullerlyer,short,60,0.5,q_lower,0.5973334883845487,0.48530666666666855,add_len,dczBDAL_sV
S019,mullerlyer,short,60,0.7,q_lower,0.8397614672652501,0.48530666666666855,add_len,dczBDAL_sV
S019,mullerlyer,short,60,0.9,q_lower,1.4041494560454146,0.48530666666666855,add_len,dczBDAL_sV
S020,mullerlyer,long,30,0.1,q_lower,0.38017071672821595,0.4905637583892614,add_len,dczBDAL_sV
S020,mullerlyer,long,30,0.3,q_lower,0.46974073420593393,0.4905637583892614,add_len,dczBDAL_sV
S020,mullerlyer,long,30,0.5,q_lower,0.5809880158952109,0.4905637583892614,add_len,dczBDAL_sV
S020,mullerlyer,long,30,0.7,q_lower,0.7605808000392651,0.4905637583892614,add_len,dczBDAL_sV
S020,mullerlyer,long,30,0.9,q_lower,1.1767272064537548,0.4905637583892614,add_len,dczBDAL_sV
S020,mullerlyer,long,40,0.1,q_lower,0.3721354730224684,0.4158933333333328,add_len,dczBDAL_sV
S020,mullerlyer,long,40,0.3,q_lower,0.46361827427125313,0.4158933333333328,add_len,dczBDAL_sV
S020,mullerlyer,long,40,0.5,q_lower,0.5802680530776902,0.4158933333333328,add_len,dczBDAL_sV
S020,mullerlyer,long,40,0.7,q_lower,0.7679379954643242,0.4158933333333328,add_len,dczBDAL_sV
S020,mullerlyer,long,40,0.9,q_lower,1.2028948249718,0.4158933333333328,add_len,dczBDAL_sV
S020,mullerlyer,long,50,0.1,q_lower,0.36127159296636485,0.37632000000000115,add_len,dczBDAL_sV
S020,mullerlyer,long,50,0.3,q_lower,0.44715696649427156,0.37632000000000115,add_len,dczBDAL_sV
S020,mullerlyer,long,50,0.5,q_lower,0.5588204314161447,0.37632000000000115,add_len,dczBDAL_sV
S020,mullerlyer,long,50,0.7,q_lower,0.7520914682388401,0.37632000000000115,add_len,dczBDAL_sV
S020,mullerlyer,long,50,0.9,q_lower,1.1999858958528058,0.37632000000000115,add_len,dczBDAL_sV
S020,mullerlyer,long,60,0.1,q_lower,0.36901787567691857,0.4033691275167783,add_len,dczBDAL_sV
S020,mullerlyer,long,60,0.3,q_lower,0.4618162302381632,0.4033691275167783,add_len,dczBDAL_sV
S020,mullerlyer,long,60,0.5,q_lower,0.5786355293177201,0.4033691275167783,add_len,dczBDAL_sV
S020,mullerlyer,long,60,0.7,q_lower,0.7724056994380235,0.4033691275167783,add_len,dczBDAL_sV
S020,mullerlyer,long,60,0.9,q_lower,1.2128247947172999,0.4033691275167783,add_len,dczBDAL_sV
S020,mullerlyer,short,30,0.1,q_lower,0.3794711988592744,0.6405637583892553,add_len,dczBDAL_sV
S020,mullerlyer,short,30,0.3,q_lower,0.4597450956626174,0.6405637583892553,add_len,dczBDAL_sV
S020,mullerlyer,short,30,0.5,q_lower,0.5569994008584985,0.6405637583892553,add_len,dczBDAL_sV
S020,mullerlyer,short,30,0.7,q_lower,0.7119362888866412,0.6405637583892553,add_len,dczBDAL_sV
S020,mullerlyer,short,30,0.9,q_lower,1.0920993067597116,0.6405637583892553,add_len,dczBDAL_sV
S020,mullerlyer,short,40,0.1,q_lower,0.39666930784807464,0.5940133333333247,add_len,dczBDAL_sV
S020,mullerlyer,short,40,0.3,q_lower,0.4869418720860537,0.5940133333333247,add_len,dczBDAL_sV
S020,mullerlyer,short,40,0.5,q_lower,0.5909448382315577,0.5940133333333247,add_len,dczBDAL_sV
S020,mullerlyer,short,40,0.7,q_lower,0.7501231309351177,0.5940133333333247,add_len,dczBDAL_sV
S020,mullerlyer,short,40,0.9,q_lower,1.136551068620254,0.5940133333333247,add_len,dczBDAL_sV
S020,mullerlyer,short,50,0.1,q_lower,0.3953655457699961,0.6134799999999998,add_len,dczBDAL_sV
S020,mullerlyer,short,50,0.3,q_lower,0.4834377450661133,0.6134799999999998,add_len,dczBDAL_sV
S020,mullerlyer,short,50,0.5,q_lower,0.5862860415176889,0.6134799999999998,add_len,dczBDAL_sV
S020,mullerlyer,short,50,0.7,q_lower,0.7462951402282488,0.6134799999999998,add_len,dczBDAL_sV
S020,mullerlyer,short,50,0.9,q_lower,1.1235943276575489,0.6134799999999998,add_len,dczBDAL_sV
S020,mullerlyer,short,60,0.1,q_lower,0.39585571112904183,0.5588666666666545,add_len,dczBDAL_sV
S020,mullerlyer,short,60,0.3,q_lower,0.4897137001418634,0.5588666666666545,add_len,dczBDAL_sV
S020,mullerlyer,short,60,0.5,q_lower,0.5955466647658676,0.5588666666666545,add_len,dczBDAL_sV
S020,mullerlyer,short,60,0.7,q_lower,0.758223637926267,0.5588666666666545,add_len,dczBDAL_sV
S020,mullerlyer,short,60,0.9,q_lower,1.1444771872610868,0.5588666666666545,add_len,dczBDAL_sV
S021,mullerlyer,long,30,0.1,q_lower,0.40806973149067916,0.348293333333335,add_len,dczBDAL_sV
S021,mullerlyer,long,30,0.3,q_lower,0.5025363242392233,0.348293333333335,add_len,dczBDAL_sV
S021,mullerlyer,long,30,0.5,q_lower,0.6254734266748405,0.348293333333335,add_len,dczBDAL_sV
S021,mullerlyer,long,30,0.7,q_lower,0.816916821411143,0.348293333333335,add_len,dczBDAL_sV
S021,mullerlyer,long,30,0.9,q_lower,1.245102324838335,0.348293333333335,add_len,dczBDAL_sV
S021,mullerlyer,long,40,0.1,q_lower,0.4067965276817477,0.6062666666666594,add_len,dczBDAL_sV
S021,mullerlyer,long,40,0.3,q_lower,0.4909770599018603,0.6062666666666594,add_len,dczBDAL_sV
S021,mullerlyer,long,40,0.5,q_lower,0.594236830585211,0.6062666666666594,add_len,dczBDAL_sV
S021,mullerlyer,long,40,0.7,q_lower,0.7586430564218576,0.6062666666666594,add_len,dczBDAL_sV
S021,mullerlyer,long,40,0.9,q_lower,1.1425188473009993,0.6062666666666594,add_len,dczBDAL_sV
S021,mullerlyer,long,50,0.1,q_lower,0.40357722291572,0.49303999999999915,add_len,dczBDAL_sV
S021,mullerlyer,long,50,0.3,q_lower,0.4933410230010589,0.49303999999999915,add_len,dczBDAL_sV
S021,mullerlyer,long,50,0.5,q_lower,0.6054437951801064,0.49303999999999915,add_len,dczBDAL_sV
S021,mullerlyer,long,50,0.7,q_lower,0.7798455750860853,0.49303999999999915,add_len,dczBDAL_sV
S021,mullerlyer,long,50,0.9,q_lower,1.1871922493933507,0.49303999999999915,add_len,dczBDAL_sV
S021,mullerlyer,long,60,0.1,q_lower,0.4012100235365228,0.41427999999999976,add_len,dczBDAL_sV
S021,mullerlyer,long,60,0.3,q_lower,0.4908740686469986,0.41427999999999976,add_len,dczBDAL_sV
S021,mullerlyer,long,60,0.5,q_lower,0.6056019543843039,0.41427999999999976,add_len,dczBDAL_sV
S021,mullerlyer,long,60,0.7,q_lower,0.7902967974556027,0.41427999999999976,add_len,dczBDAL_sV
S021,mullerlyer,long,60,0.9,q_lower,1.2129933678391183,0.41427999999999976,add_len,dczBDAL_sV
S021,mullerlyer,short,30,0.1,q_lower,0.4245549212225652,0.5932799999999876,add_len,dczBDAL_sV
S021,mullerlyer,short,30,0.3,q_lower,0.5153573543545288,0.5932799999999876,add_len,dczBDAL_sV
S021,mullerlyer,short,30,0.5,q_lower,0.6229570650134154,0.5932799999999876,add_len,dczBDAL_sV
S021,mullerlyer,short,30,0.7,q_lower,0.788009325424144,0.5932799999999876,add_len,dczBDAL_sV
S021,mullerlyer,short,30,0.9,q_lower,1.1583282500242165,0.5932799999999876,add_len,dczBDAL_sV
S021,mullerlyer,short,40,0.1,q_lower,0.4355520976419412,0.47609333333333614,add_len,dczBDAL_sV
S021,mullerlyer,short,40,0.3,q_lower,0.5362680531011021,0.47609333333333614,add_len,dczBDAL_sV
S021,mullerlyer,short,40,0.5,q_lower,0.6553743795887649,0.47609333333333614,add_len,dczBDAL_sV
S021,mullerlyer,short,40,0.7,q_lower,0.8332839921002555,0.47609333333333614,add_len,dczBDAL_sV
S021,mullerlyer,short,40,0.9,q_lower,1.234228458253581,0.47609333333333614,add_len,dczBDAL_sV
S021,mullerlyer,short,50,0.1,q_lower,0.40726752671691296,0.7006800000000146,add_len,dczBDAL_sV
S021,mullerlyer,short,50,0.3,q_lower,0.48679686834586705,0.7006800000000146,add_len,dczBDAL_sV
S021,mullerlyer,short,50,0.5,q_lower,0.582732710389141,0.7006800000000146,add_len,dczBDAL_sV
S021,mullerlyer,short,50,0.7,q_lower,0.7350512681701292,0.7006800000000146,add_len,dczBDAL_sV
S021,mullerlyer,short,50,0.9,q_lower,1.0933557190114087,0.7006800000000146,add_len,dczBDAL_sV
S021,mullerlyer,short,60,0.1,q_lower,0.4015709850505498,0.6933200000000138,add_len,dczBDAL_sV
S021,mullerlyer,short,60,0.3,q_lower,0.48001898670312965,0.6933200000000138,add_len,dczBDAL_sV
S021,mullerlyer,short,60,0.5,q_lower,0.575093361126648,0.6933200000000138,add_len,dczBDAL_sV
S021,mullerlyer,short,60,0.7,q_lower,0.72483842947372,0.6933200000000138,add_len,dczBDAL_sV
S021,mullerlyer,short,60,0.9,q_lower,1.0884895524704752,0.6933200000000138,add_len,dczBDAL_sV
S022,mullerlyer,long,30,0.1,q_lower,0.3626919754614992,0.23741333333333545,add_len,dczBDAL_sV
S022,mullerlyer,long,30,0.3,q_lower,0.5121787704503105,0.23741333333333545,add_len,dczBDAL_sV
S022,mullerlyer,long,30,0.5,q_lower,0.7050344776607644,0.23741333333333545,add_len,dczBDAL_sV
S022,mullerlyer,long,30,0.7,q_lower,1.0084723905800623,0.23741333333333545,add_len,dczBDAL_sV
S022,mullerlyer,long,30,0.9,q_lower,1.6954959211378162,0.23741333333333545,add_len,dczBDAL_sV
S022,mullerlyer,long,40,0.1,q_lower,0.33958554252470247,0.2616266666666654,add_len,dczBDAL_sV
S022,mullerlyer,long,40,0.3,q_lower,0.4796070511401714,0.2616266666666654,add_len,dczBDAL_sV
S022,mullerlyer,long,40,0.5,q_lower,0.663870965535529,0.2616266666666654,add_len,dczBDAL_sV
S022,mullerlyer,long,40,0.7,q_lower,0.9545549874449067,0.2616266666666654,add_len,dczBDAL_sV
S022,mullerlyer,long,40,0.9,q_lower,1.6455420136280774,0.2616266666666654,add_len,dczBDAL_sV
S022,mullerlyer,long,50,0.1,q_lower,0.31848690989300343,0.2947248322147644,add_len,dczBDAL_sV
S022,mullerlyer,long,50,0.3,q_lower,0.4438325569633859,0.2947248322147644,add_len,dczBDAL_sV
S022,mullerlyer,long,50,0.5,q_lower,0.6069083890157252,0.2947248322147644,add_len,dczBDAL_sV
S022,mullerlyer,long,50,0.7,q_lower,0.8777905546289771,0.2947248322147644,add_len,dczBDAL_sV
S022,mullerlyer,long,50,0.9,q_lower,1.5472055986107525,0.2947248322147644,add_len,dczBDAL_sV
S022,mullerlyer,long,60,0.1,q_lower,0.313115471004687,0.28605369127516905,add_len,dczBDAL_sV
S022,mullerlyer,long,60,0.3,q_lower,0.4414084761273492,0.28605369127516905,add_len,dczBDAL_sV
S022,mullerlyer,long,60,0.5,q_lower,0.610680791324521,0.28605369127516905,add_len,dczBDAL_sV
S022,mullerlyer,long,60,0.7,q_lower,0.8868925402881124,0.28605369127516905,add_len,dczBDAL_sV
S022,mullerlyer,long,60,0.9,q_lower,1.5358187980994689,0.28605369127516905,add_len,dczBDAL_sV
S022,mullerlyer,short,30,0.1,q_lower,0.35043703290243183,0.2865906040268456,add_len,dczBDAL_sV
S022,mullerlyer,short,30,0.3,q_lower,0.49757018937399805,0.2865906040268456,add_len,dczBDAL_sV
S022,mullerlyer,short,30,0.5,q_lower,0.6860655933685595,0.2865906040268456,add_len,dczBDAL_sV
S022,mullerlyer,short,30,0.7,q_lower,0.978507676128364,0.2865906040268456,add_len,dczBDAL_sV
S022,mullerlyer,short,30,0.9,q_lower,1.6481023019515493,0.2865906040268456,add_len,dczBDAL_sV
S022,mullerlyer,short,40,0.1,q_lower,0.3515540684606448,0.3563733333333361,add_len,dczBDAL_sV
S022,mullerlyer,short,40,0.3,q_lower,0.4934771455225071,0.3563733333333361,add_len,dczBDAL_sV
S022,mullerlyer,short,40,0.5,q_lower,0.6743341833235473,0.3563733333333361,add_len,dczBDAL_sV
S022,mullerlyer,short,40,0.7,q_lower,0.9543720984075995,0.3563733333333361,add_len,dczBDAL_sV
S022,mullerlyer,short,40,0.9,q_lower,1.6093837463780323,0.3563733333333361,add_len,dczBDAL_sV
S022,mullerlyer,short,50,0.1,q_lower,0.3479131824890538,0.40866666666666634,add_len,dczBDAL_sV
S022,mullerlyer,short,50,0.3,q_lower,0.4883345712526099,0.40866666666666634,add_len,dczBDAL_sV
S022,mullerlyer,short,50,0.5,q_lower,0.6649653105596776,0.40866666666666634,add_len,dczBDAL_sV
S022,mullerlyer,short,50,0.7,q_lower,0.9415639319477681,0.40866666666666634,add_len,dczBDAL_sV
S022,mullerlyer,short,50,0.9,q_lower,1.580095489653264,0.40866666666666634,add_len,dczBDAL_sV
S022,mullerlyer,short,60,0.1,q_lower,0.3738139501296688,0.383213793103436,add_len,dczBDAL_sV
S022,mullerlyer,short,60,0.3,q_lower,0.527159753428575,0.383213793103436,add_len,dczBDAL_sV
S022,mullerlyer,short,60,0.5,q_lower,0.7135320167219504,0.383213793103436,add_len,dczBDAL_sV
S022,mullerlyer,short,60,0.7,q_lower,1.0018866223104481,0.383213793103436,add_len,dczBDAL_sV
S022,mullerlyer,short,60,0.9,q_lower,1.653736887273885,0.383213793103436,add_len,dczBDAL_sV
S023,mullerlyer,long,30,0.1,q_lower,0.32167762670122335,0.42430666666666694,add_len,dczBDAL_sV
S023,mullerlyer,long,30,0.3,q_lower,0.4237832102485029,0.42430666666666694,add_len,dczBDAL_sV
S023,mullerlyer,long,30,0.5,q_lower,0.5507208186272805,0.42430666666666694,add_len,dczBDAL_sV
S023,mullerlyer,long,30,0.7,q_lower,0.7514281148000574,0.42430666666666694,add_len,dczBDAL_sV
S023,mullerlyer,long,30,0.9,q_lower,1.2186153826007975,0.42430666666666694,add_len,dczBDAL_sV
S023,mullerlyer,long,40,0.1,q_lower,0.3497229916730721,0.3543866666666695,add_len,dczBDAL_sV
S023,mullerlyer,long,40,0.3,q_lower,0.4659131114590648,0.3543866666666695,add_len,dczBDAL_sV
S023,mullerlyer,long,40,0.5,q_lower,0.6032769530677823,0.3543866666666695,add_len,dczBDAL_sV
S023,mullerlyer,long,40,0.7,q_lower,0.8138991781129794,0.3543866666666695,add_len,dczBDAL_sV
S023,mullerlyer,long,40,0.9,q_lower,1.280773191482266,0.3543866666666695,add_len,dczBDAL_sV
S023,mullerlyer,long,50,0.1,q_lower,0.3294719659751007,0.4577733333333418,add_len,dczBDAL_sV
S023,mullerlyer,long,50,0.3,q_lower,0.4316122207046904,0.4577733333333418,add_len,dczBDAL_sV
S023,mullerlyer,long,50,0.5,q_lower,0.5560883936038661,0.4577733333333418,add_len,dczBDAL_sV
S023,mullerlyer,long,50,0.7,q_lower,0.7506297341846574,0.4577733333333418,add_len,dczBDAL_sV
S023,mullerlyer,long,50,0.9,q_lower,1.2082594726544593,0.4577733333333418,add_len,dczBDAL_sV
S023,mullerlyer,long,60,0.1,q_lower,0.3310089922574119,0.39145945945945937,add_len,dczBDAL_sV
S023,mullerlyer,long,60,0.3,q_lower,0.4387444815997956,0.39145945945945937,add_len,dczBDAL_sV
S023,mullerlyer,long,60,0.5,q_lower,0.5690916771854251,0.39145945945945937,add_len,dczBDAL_sV
S023,mullerlyer,long,60,0.7,q_lower,0.7772097982660281,0.39145945945945937,add_len,dczBDAL_sV
S023,mullerlyer,long,60,0.9,q_lower,1.2494145442103213,0.39145945945945937,add_len,dczBDAL_sV
S023,mullerlyer,short,30,0.1,q_lower,0.3152174031227089,0.47896000000000394,add_len,dczBDAL_sV
S023,mullerlyer,short,30,0.3,q_lower,0.4108448666903985,0.47896000000000394,add_len,dczBDAL_sV
S023,mullerlyer,short,30,0.5,q_lower,0.5310003080205035,0.47896000000000394,add_len,dczBDAL_sV
S023,mullerlyer,short,30,0.7,q_lower,0.721860786366171,0.47896000000000394,add_len,dczBDAL_sV
S023,mullerlyer,short,30,0.9,q_lower,1.186693234383688,0.47896000000000394,add_len,dczBDAL_sV
S023,mullerlyer,short,40,0.1,q_lower,0.3192856691744787,0.503079999999999,add_len,dczBDAL_sV
S023,mullerlyer,short,40,0.3,q_lower,0.4164759332693861,0.503079999999999,add_len,dczBDAL_sV
S023,mullerlyer,short,40,0.5,q_lower,0.5370749702041373,0.503079999999999,add_len,dczBDAL_sV
S023,mullerlyer,short,40,0.7,q_lower,0.7277336776759918,0.503079999999999,add_len,dczBDAL_sV
S023,mullerlyer,short,40,0.9,q_lower,1.1720440727096242,0.503079999999999,add_len,dczBDAL_sV
S023,mullerlyer,short,50,0.1,q_lower,0.3053333588464361,0.5280266666666613,add_len,dczBDAL_sV
S023,mullerlyer,short,50,0.3,q_lower,0.39340635414919717,0.5280266666666613,add_len,dczBDAL_sV
S023,mullerlyer,short,50,0.5,q_lower,0.5076373126884863,0.5280266666666613,add_len,dczBDAL_sV
S023,mullerlyer,short,50,0.7,q_lower,0.6899913092031408,0.5280266666666613,add_len,dczBDAL_sV
S023,mullerlyer,short,50,0.9,q_lower,1.1446375183944109,0.5280266666666613,add_len,dczBDAL_sV
S023,mullerlyer,short,60,0.1,q_lower,0.314549299308457,0.5997199999999889,add_len,dczBDAL_sV
S023,mullerlyer,short,60,0.3,q_lower,0.4021084531914263,0.5997199999999889,add_len,dczBDAL_sV
S023,mullerlyer,short,60,0.5,q_lower,0.5100763588514685,0.5997199999999889,add_len,dczBDAL_sV
S023,mullerlyer,short,60,0.7,q_lower,0.6815531526987287,0.5997199999999889,add_len,dczBDAL_sV
S023,mullerlyer,short,60,0.9,q_lower,1.101457777528658,0.5997199999999889,add_len,dczBDAL_sV
S024,mullerlyer,long,30,0.1,q_lower,0.46081357091886055,0.4299466666666692,add_len,dczBDAL_sV
S024,mullerlyer,long,30,0.3,q_lower,0.5957502414460395,0.4299466666666692,add_len,dczBDAL_sV
S024,mullerlyer,long,30,0.5,q_lower,0.7526089990348792,0.4299466666666692,add_len,dczBDAL_sV
S024,mullerlyer,long,30,0.7,q_lower,0.9976667230252397,0.4299466666666692,add_len,dczBDAL_sV
S024,mullerlyer,long,30,0.9,q_lower,1.582265477191298,0.4299466666666692,add_len,dczBDAL_sV
S024,mullerlyer,long,40,0.1,q_lower,0.42195132755856996,0.3342000000000028,add_len,dczBDAL_sV
S024,mullerlyer,long,40,0.3,q_lower,0.5411682204656978,0.3342000000000028,add_len,dczBDAL_sV
S024,mullerlyer,long,40,0.5,q_lower,0.6971995236829294,0.3342000000000028,add_len,dczBDAL_sV
S024,mullerlyer,long,40,0.7,q_lower,0.9487394749114842,0.3342000000000028,add_len,dczBDAL_sV
S024,mullerlyer,long,40,0.9,q_lower,1.5741158046416135,0.3342000000000028,add_len,dczBDAL_sV
S024,mullerlyer,long,50,0.1,q_lower,0.4566764609557644,0.3658926174496641,add_len,dczBDAL_sV
S024,mullerlyer,long,50,0.3,q_lower,0.592252280158622,0.3658926174496641,add_len,dczBDAL_sV
S024,mullerlyer,long,50,0.5,q_lower,0.758775421124909,0.3658926174496641,add_len,dczBDAL_sV
S024,mullerlyer,long,50,0.7,q_lower,1.0197006327166913,0.3658926174496641,add_len,dczBDAL_sV
S024,mullerlyer,long,50,0.9,q_lower,1.6258268750229747,0.3658926174496641,add_len,dczBDAL_sV
S024,mullerlyer,long,60,0.1,q_lower,0.4280352760149815,0.3488400000000043,add_len,dczBDAL_sV
S024,mullerlyer,long,60,0.3,q_lower,0.549925333143087,0.3488400000000043,add_len,dczBDAL_sV
S024,mullerlyer,long,60,0.5,q_lower,0.7083933016618565,0.3488400000000043,add_len,dczBDAL_sV
S024,mullerlyer,long,60,0.7,q_lower,0.9632516200704434,0.3488400000000043,add_len,dczBDAL_sV
S024,mullerlyer,long,60,0.9,q_lower,1.5702353187222695,0.3488400000000043,add_len,dczBDAL_sV
S024,mullerlyer,short,30,0.1,q_lower,0.44839281833600964,0.49262068965517464,add_len,dczBDAL_sV
S024,mullerlyer,short,30,0.3,q_lower,0.5702787282937748,0.49262068965517464,add_len,dczBDAL_sV
S024,mullerlyer,short,30,0.5,q_lower,0.7191042974155356,0.49262068965517464,add_len,dczBDAL_sV
S024,mullerlyer,short,30,0.7,q_lower,0.9538323099060493,0.49262068965517464,add_len,dczBDAL_sV
S024,mullerlyer,short,30,0.9,q_lower,1.5231510286210745,0.49262068965517464,add_len,dczBDAL_sV
S024,mullerlyer,short,40,0.1,q_lower,0.44817925792956526,0.42354666666667024,add_len,dczBDAL_sV
S024,mullerlyer,short,40,0.3,q_lower,0.5744137326828979,0.42354666666667024,add_len,dczBDAL_sV
S024,mullerlyer,short,40,0.5,q_lower,0.7329892454622237,0.42354666666667024,add_len,dczBDAL_sV
S024,mullerlyer,short,40,0.7,q_lower,0.9806707068842601,0.42354666666667024,add_len,dczBDAL_sV
S024,mullerlyer,short,40,0.9,q_lower,1.5732128596873682,0.42354666666667024,add_len,dczBDAL_sV
S024,mullerlyer,short,50,0.1,q_lower,0.4836607210503355,0.5074133333333314,add_len,dczBDAL_sV
S024,mullerlyer,short,50,0.3,q_lower,0.6138498914342082,0.5074133333333314,add_len,dczBDAL_sV
S024,mullerlyer,short,50,0.5,q_lower,0.761146256432286,0.5074133333333314,add_len,dczBDAL_sV
S024,mullerlyer,short,50,0.7,q_lower,0.9925031714088514,0.5074133333333314,add_len,dczBDAL_sV
S024,mullerlyer,short,50,0.9,q_lower,1.5256097062401999,0.5074133333333314,add_len,dczBDAL_sV
S024,mullerlyer,short,60,0.1,q_lower,0.4576820485108587,0.4941333333333365,add_len,dczBDAL_sV
S024,mullerlyer,short,60,0.3,q_lower,0.5826997546122898,0.4941333333333365,add_len,dczBDAL_sV
S024,mullerlyer,short,60,0.5,q_lower,0.7331266128406808,0.4941333333333365,add_len,dczBDAL_sV
S024,mullerlyer,short,60,0.7,q_lower,0.9685403400524455,0.4941333333333365,add_len,dczBDAL_sV
S024,mullerlyer,short,60,0.9,q_lower,1.5411820747459968,0.4941333333333365,add_len,dczBDAL_sV
S025,mullerlyer,long,30,0.1,q_lower,0.3674142212064609,0.20542666666666795,add_len,dczBDAL_sV
S025,mullerlyer,long,30,0.3,q_lower,0.48401412898422663,0.20542666666666795,add_len,dczBDAL_sV
S025,mullerlyer,long,30,0.5,q_lower,0.6270091952596526,0.20542666666666795,add_len,dczBDAL_sV
S025,mullerlyer,long,30,0.7,q_lower,0.8400379464936677,0.20542666666666795,add_len,dczBDAL_sV
S025,mullerlyer,long,30,0.9,q_lower,1.3272644272107004,0.20542666666666795,add_len,dczBDAL_sV
S025,mullerlyer,long,40,0.1,q_lower,0.3343496685130006,0.354093333333337,add_len,dczBDAL_sV
S025,mullerlyer,long,40,0.3,q_lower,0.43033664186664566,0.354093333333337,add_len,dczBDAL_sV
S025,mullerlyer,long,40,0.5,q_lower,0.5558829866608125,0.354093333333337,add_len,dczBDAL_sV
