subj_idx,bias_source,bias_direction,quantiles,boundary,value,p,experiment,model_name
S007,payoff,short,0.9,q_lower,1.1344557709529928,0.551752508361202,exp2,atvBS_dczBSBD_sV
S008,payoff,long,0.1,q_lower,0.41996931404459587,0.4235060034305441,exp2,atvBS_dczBSBD_sV
S008,payoff,long,0.3,q_lower,0.5592471954267328,0.4235060034305441,exp2,atvBS_dczBSBD_sV
S008,payoff,long,0.5,q_lower,0.7340639514707312,0.4235060034305441,exp2,atvBS_dczBSBD_sV
S008,payoff,long,0.7,q_lower,1.0170319873871505,0.4235060034305441,exp2,atvBS_dczBSBD_sV
S008,payoff,long,0.9,q_lower,1.7025397208008655,0.4235060034305441,exp2,atvBS_dczBSBD_sV
S008,payoff,short,0.1,q_lower,0.42482483837665813,0.4316033898305089,exp2,atvBS_dczBSBD_sV
S008,payoff,short,0.3,q_lower,0.5662219938438537,0.4316033898305089,exp2,atvBS_dczBSBD_sV
S008,payoff,short,0.5,q_lower,0.7412556418208778,0.4316033898305089,exp2,atvBS_dczBSBD_sV
S008,payoff,short,0.7,q_lower,1.0214206437194728,0.4316033898305089,exp2,atvBS_dczBSBD_sV
S008,payoff,short,0.9,q_lower,1.6983883812191871,0.4316033898305089,exp2,atvBS_dczBSBD_sV
S009,payoff,long,0.1,q_lower,0.3142807105766724,0.46783473861719965,exp2,atvBS_dczBSBD_sV
S009,payoff,long,0.3,q_lower,0.44099278346160886,0.46783473861719965,exp2,atvBS_dczBSBD_sV
S009,payoff,long,0.5,q_lower,0.593598918344593,0.46783473861719965,exp2,atvBS_dczBSBD_sV
S009,payoff,long,0.7,q_lower,0.8265376762173009,0.46783473861719965,exp2,atvBS_dczBSBD_sV
S009,payoff,long,0.9,q_lower,1.3451689091658314,0.46783473861719965,exp2,atvBS_dczBSBD_sV
S009,payoff,short,0.1,q_lower,0.30646552024824525,0.5035008375209368,exp2,atvBS_dczBSBD_sV
S009,payoff,short,0.3,q_lower,0.4288042813801873,0.5035008375209368,exp2,atvBS_dczBSBD_sV
S009,payoff,short,0.5,q_lower,0.5775797760721033,0.5035008375209368,exp2,atvBS_dczBSBD_sV
S009,payoff,short,0.7,q_lower,0.8054553075507115,0.5035008375209368,exp2,atvBS_dczBSBD_sV
S009,payoff,short,0.9,q_lower,1.3204376107678313,0.5035008375209368,exp2,atvBS_dczBSBD_sV
S010,payoff,long,0.1,q_lower,0.39057953305891635,0.4987046979865763,exp2,atvBS_dczBSBD_sV
S010,payoff,long,0.3,q_lower,0.5120270570762946,0.4987046979865763,exp2,atvBS_dczBSBD_sV
S010,payoff,long,0.5,q_lower,0.6554691719489868,0.4987046979865763,exp2,atvBS_dczBSBD_sV
S010,payoff,long,0.7,q_lower,0.8737659676024534,0.4987046979865763,exp2,atvBS_dczBSBD_sV
S010,payoff,long,0.9,q_lower,1.3700128323413436,0.4987046979865763,exp2,atvBS_dczBSBD_sV
S010,payoff,short,0.1,q_lower,0.3973563146221175,0.5906789297658884,exp2,atvBS_dczBSBD_sV
S010,payoff,short,0.3,q_lower,0.5146729462522508,0.5906789297658884,exp2,atvBS_dczBSBD_sV
S010,payoff,short,0.5,q_lower,0.6493244204076172,0.5906789297658884,exp2,atvBS_dczBSBD_sV
S010,payoff,short,0.7,q_lower,0.8522228013970544,0.5906789297658884,exp2,atvBS_dczBSBD_sV
S010,payoff,short,0.9,q_lower,1.3166949980146814,0.5906789297658884,exp2,atvBS_dczBSBD_sV
S011,payoff,long,0.1,q_lower,0.35590605303567296,0.0778621848739505,exp2,atvBS_dczBSBD_sV
S011,payoff,long,0.3,q_lower,0.5034958279139294,0.0778621848739505,exp2,atvBS_dczBSBD_sV
S011,payoff,long,0.5,q_lower,0.6883330610388211,0.0778621848739505,exp2,atvBS_dczBSBD_sV
S011,payoff,long,0.7,q_lower,0.9802275598438479,0.0778621848739505,exp2,atvBS_dczBSBD_sV
S011,payoff,long,0.9,q_lower,1.6385967089929936,0.0778621848739505,exp2,atvBS_dczBSBD_sV
S011,payoff,short,0.1,q_lower,0.3368333157874792,0.11763758389261782,exp2,atvBS_dczBSBD_sV
S011,payoff,short,0.3,q_lower,0.48039605131910174,0.11763758389261782,exp2,atvBS_dczBSBD_sV
S011,payoff,short,0.5,q_lower,0.6626607412731903,0.11763758389261782,exp2,atvBS_dczBSBD_sV
S011,payoff,short,0.7,q_lower,0.955895322348514,0.11763758389261782,exp2,atvBS_dczBSBD_sV
S011,payoff,short,0.9,q_lower,1.6085460146912098,0.11763758389261782,exp2,atvBS_dczBSBD_sV
S012,payoff,long,0.1,q_lower,0.47225774549611693,0.27356666666666174,exp2,atvBS_dczBSBD_sV
S012,payoff,long,0.3,q_lower,0.6487845362373422,0.27356666666666174,exp2,atvBS_dczBSBD_sV
S012,payoff,long,0.5,q_lower,0.8710776904036461,0.27356666666666174,exp2,atvBS_dczBSBD_sV
S012,payoff,long,0.7,q_lower,1.2138348350921129,0.27356666666666174,exp2,atvBS_dczBSBD_sV
S012,payoff,long,0.9,q_lower,1.9807528665045417,0.27356666666666174,exp2,atvBS_dczBSBD_sV
S012,payoff,short,0.1,q_lower,0.4140148107104219,0.6643545150501682,exp2,atvBS_dczBSBD_sV
S012,payoff,short,0.3,q_lower,0.5403654542715756,0.6643545150501682,exp2,atvBS_dczBSBD_sV
S012,payoff,short,0.5,q_lower,0.7009819769305777,0.6643545150501682,exp2,atvBS_dczBSBD_sV
S012,payoff,short,0.7,q_lower,0.966832538287267,0.6643545150501682,exp2,atvBS_dczBSBD_sV
S012,payoff,short,0.9,q_lower,1.63307421595109,0.6643545150501682,exp2,atvBS_dczBSBD_sV
S013,payoff,long,0.1,q_lower,0.37800724355080306,0.46637395659432535,exp2,atvBS_dczBSBD_sV
S013,payoff,long,0.3,q_lower,0.4676626248239242,0.46637395659432535,exp2,atvBS_dczBSBD_sV
S013,payoff,long,0.5,q_lower,0.5711833007103693,0.46637395659432535,exp2,atvBS_dczBSBD_sV
S013,payoff,long,0.7,q_lower,0.7288035090572942,0.46637395659432535,exp2,atvBS_dczBSBD_sV
S013,payoff,long,0.9,q_lower,1.093402013797342,0.46637395659432535,exp2,atvBS_dczBSBD_sV
S013,payoff,short,0.1,q_lower,0.3778221636399759,0.4422066666666707,exp2,atvBS_dczBSBD_sV
S013,payoff,short,0.3,q_lower,0.4712508112984932,0.4422066666666707,exp2,atvBS_dczBSBD_sV
S013,payoff,short,0.5,q_lower,0.5804596133268105,0.4422066666666707,exp2,atvBS_dczBSBD_sV
S013,payoff,short,0.7,q_lower,0.7488235000498836,0.4422066666666707,exp2,atvBS_dczBSBD_sV
S013,payoff,short,0.9,q_lower,1.1349277835969964,0.4422066666666707,exp2,atvBS_dczBSBD_sV
S014,payoff,long,0.1,q_lower,0.34851601421424816,0.372785953177256,exp2,atvBS_dczBSBD_sV
S014,payoff,long,0.3,q_lower,0.47631721015220063,0.372785953177256,exp2,atvBS_dczBSBD_sV
S014,payoff,long,0.5,q_lower,0.6245728903811862,0.372785953177256,exp2,atvBS_dczBSBD_sV
S014,payoff,long,0.7,q_lower,0.8404449693534538,0.372785953177256,exp2,atvBS_dczBSBD_sV
S014,payoff,long,0.9,q_lower,1.3102182580663615,0.372785953177256,exp2,atvBS_dczBSBD_sV
S014,payoff,short,0.1,q_lower,0.28937817187305365,0.8352186978297131,exp2,atvBS_dczBSBD_sV
S014,payoff,short,0.3,q_lower,0.369415701187767,0.8352186978297131,exp2,atvBS_dczBSBD_sV
S014,payoff,short,0.5,q_lower,0.4655864357219837,0.8352186978297131,exp2,atvBS_dczBSBD_sV
S014,payoff,short,0.7,q_lower,0.6152825067166409,0.8352186978297131,exp2,atvBS_dczBSBD_sV
S014,payoff,short,0.9,q_lower,0.9720465857208962,0.8352186978297131,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,long,0.1,q_lower,0.42488331372007265,0.3264533333333387,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,long,0.3,q_lower,0.5629153113369221,0.3264533333333387,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,long,0.5,q_lower,0.7365635009963509,0.3264533333333387,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,long,0.7,q_lower,1.0109440069856828,0.3264533333333387,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,long,0.9,q_lower,1.6344775592406264,0.3264533333333387,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,short,0.1,q_lower,0.43311466684458316,0.528073333333331,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,short,0.3,q_lower,0.5644941710420992,0.528073333333331,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,short,0.5,q_lower,0.7252837082844616,0.528073333333331,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,short,0.7,q_lower,0.9774654069971439,0.528073333333331,exp2,atvBS_dczBSBD_sV
S015,mullerlyer,short,0.9,q_lower,1.562007128316624,0.528073333333331,exp2,atvBS_dczBSBD_sV
S016,payoff,long,0.1,q_lower,0.3254002695695749,0.3076845637583892,exp2,atvBS_dczBSBD_sV
S016,payoff,long,0.3,q_lower,0.4439614506607428,0.3076845637583892,exp2,atvBS_dczBSBD_sV
S016,payoff,long,0.5,q_lower,0.5794072502322125,0.3076845637583892,exp2,atvBS_dczBSBD_sV
S016,payoff,long,0.7,q_lower,0.7819125248933484,0.3076845637583892,exp2,atvBS_dczBSBD_sV
S016,payoff,long,0.9,q_lower,1.2199725003371897,0.3076845637583892,exp2,atvBS_dczBSBD_sV
S016,payoff,short,0.1,q_lower,0.26493624708763563,0.7085996649916249,exp2,atvBS_dczBSBD_sV
S016,payoff,short,0.3,q_lower,0.34614702339926373,0.7085996649916249,exp2,atvBS_dczBSBD_sV
S016,payoff,short,0.5,q_lower,0.4489181122582336,0.7085996649916249,exp2,atvBS_dczBSBD_sV
S016,payoff,short,0.7,q_lower,0.614586193378632,0.7085996649916249,exp2,atvBS_dczBSBD_sV
S016,payoff,short,0.9,q_lower,1.0059514571835813,0.7085996649916249,exp2,atvBS_dczBSBD_sV
S017,payoff,long,0.1,q_lower,0.34587761404267464,0.4440233722871444,exp2,atvBS_dczBSBD_sV
S017,payoff,long,0.3,q_lower,0.4710015031576883,0.4440233722871444,exp2,atvBS_dczBSBD_sV
S017,payoff,long,0.5,q_lower,0.6200330668448137,0.4440233722871444,exp2,atvBS_dczBSBD_sV
S017,payoff,long,0.7,q_lower,0.8446475285978305,0.4440233722871444,exp2,atvBS_dczBSBD_sV
S017,payoff,long,0.9,q_lower,1.3499074195734948,0.4440233722871444,exp2,atvBS_dczBSBD_sV
S017,payoff,short,0.1,q_lower,0.30258611578639094,0.6452600000000012,exp2,atvBS_dczBSBD_sV
S017,payoff,short,0.3,q_lower,0.3995296368984343,0.6452600000000012,exp2,atvBS_dczBSBD_sV
S017,payoff,short,0.5,q_lower,0.5226446931629017,0.6452600000000012,exp2,atvBS_dczBSBD_sV
S017,payoff,short,0.7,q_lower,0.7224077232694879,0.6452600000000012,exp2,atvBS_dczBSBD_sV
S017,payoff,short,0.9,q_lower,1.1923527517266181,0.6452600000000012,exp2,atvBS_dczBSBD_sV
S018,payoff,long,0.1,q_lower,0.393793432978256,0.19379333333333237,exp2,atvBS_dczBSBD_sV
S018,payoff,long,0.3,q_lower,0.5297804140856797,0.19379333333333237,exp2,atvBS_dczBSBD_sV
S018,payoff,long,0.5,q_lower,0.684817782177431,0.19379333333333237,exp2,atvBS_dczBSBD_sV
S018,payoff,long,0.7,q_lower,0.9100891469806938,0.19379333333333237,exp2,atvBS_dczBSBD_sV
S018,payoff,long,0.9,q_lower,1.4072628206203275,0.19379333333333237,exp2,atvBS_dczBSBD_sV
S018,payoff,short,0.1,q_lower,0.296128896158653,0.7594266666666708,exp2,atvBS_dczBSBD_sV
S018,payoff,short,0.3,q_lower,0.36728176374966415,0.7594266666666708,exp2,atvBS_dczBSBD_sV
S018,payoff,short,0.5,q_lower,0.45753020717278814,0.7594266666666708,exp2,atvBS_dczBSBD_sV
S018,payoff,short,0.7,q_lower,0.6086683931102802,0.7594266666666708,exp2,atvBS_dczBSBD_sV
S018,payoff,short,0.9,q_lower,1.0023239323189879,0.7594266666666708,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,long,0.1,q_lower,0.5030226976443755,0.3190116861435715,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,long,0.3,q_lower,0.6227387003224141,0.3190116861435715,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,long,0.5,q_lower,0.7666632905674483,0.3190116861435715,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,long,0.7,q_lower,0.9888303526487551,0.3190116861435715,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,long,0.9,q_lower,1.4902551760353895,0.3190116861435715,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,short,0.1,q_lower,0.47155824697306614,0.4794333333333381,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,short,0.3,q_lower,0.5647947849972,0.4794333333333381,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,short,0.5,q_lower,0.6786999141269558,0.4794333333333381,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,short,0.7,q_lower,0.8608992672664577,0.4794333333333381,exp2,atvBS_dczBSBD_sV
S019,mullerlyer,short,0.9,q_lower,1.2979836365478712,0.4794333333333381,exp2,atvBS_dczBSBD_sV
S020,payoff,long,0.1,q_lower,0.36872487286032785,0.19293802345058633,exp2,atvBS_dczBSBD_sV
S020,payoff,long,0.3,q_lower,0.5076274637089052,0.19293802345058633,exp2,atvBS_dczBSBD_sV
S020,payoff,long,0.5,q_lower,0.6737196676412496,0.19293802345058633,exp2,atvBS_dczBSBD_sV
S020,payoff,long,0.7,q_lower,0.9274193601085048,0.19293802345058633,exp2,atvBS_dczBSBD_sV
S020,payoff,long,0.9,q_lower,1.482214793389725,0.19293802345058633,exp2,atvBS_dczBSBD_sV
S020,payoff,short,0.1,q_lower,0.3160648893778949,0.45714333333333923,exp2,atvBS_dczBSBD_sV
S020,payoff,short,0.3,q_lower,0.4241626965808767,0.45714333333333923,exp2,atvBS_dczBSBD_sV
S020,payoff,short,0.5,q_lower,0.5650307403184995,0.45714333333333923,exp2,atvBS_dczBSBD_sV
S020,payoff,short,0.7,q_lower,0.7984047502241225,0.45714333333333923,exp2,atvBS_dczBSBD_sV
S020,payoff,short,0.9,q_lower,1.3336598062211291,0.45714333333333923,exp2,atvBS_dczBSBD_sV
S021,payoff,long,0.1,q_lower,0.37965646659749214,0.09540567612687773,exp2,atvBS_dczBSBD_sV
S021,payoff,long,0.3,q_lower,0.5265431917368044,0.09540567612687773,exp2,atvBS_dczBSBD_sV
S021,payoff,long,0.5,q_lower,0.7001826664102413,0.09540567612687773,exp2,atvBS_dczBSBD_sV
S021,payoff,long,0.7,q_lower,0.9611753243084992,0.09540567612687773,exp2,atvBS_dczBSBD_sV
S021,payoff,long,0.9,q_lower,1.5296715282937114,0.09540567612687773,exp2,atvBS_dczBSBD_sV
S021,payoff,short,0.1,q_lower,0.2774974635633162,0.6960734557595998,exp2,atvBS_dczBSBD_sV
S021,payoff,short,0.3,q_lower,0.36340000205035805,0.6960734557595998,exp2,atvBS_dczBSBD_sV
S021,payoff,short,0.5,q_lower,0.47721846722396183,0.6960734557595998,exp2,atvBS_dczBSBD_sV
S021,payoff,short,0.7,q_lower,0.6714011789420241,0.6960734557595998,exp2,atvBS_dczBSBD_sV
S021,payoff,short,0.9,q_lower,1.1626627746330858,0.6960734557595998,exp2,atvBS_dczBSBD_sV
S022,payoff,long,0.1,q_lower,0.3492166792013658,0.4943672787979979,exp2,atvBS_dczBSBD_sV
S022,payoff,long,0.3,q_lower,0.49052442766180365,0.4943672787979979,exp2,atvBS_dczBSBD_sV
S022,payoff,long,0.5,q_lower,0.6608678986731961,0.4943672787979979,exp2,atvBS_dczBSBD_sV
S022,payoff,long,0.7,q_lower,0.9252772080580126,0.4943672787979979,exp2,atvBS_dczBSBD_sV
S022,payoff,long,0.9,q_lower,1.530451763314993,0.4943672787979979,exp2,atvBS_dczBSBD_sV
S022,payoff,short,0.1,q_lower,0.2773122061492434,0.7301946308724854,exp2,atvBS_dczBSBD_sV
S022,payoff,short,0.3,q_lower,0.37374586361330003,0.7301946308724854,exp2,atvBS_dczBSBD_sV
S022,payoff,short,0.5,q_lower,0.5009274048179042,0.7301946308724854,exp2,atvBS_dczBSBD_sV
S022,payoff,short,0.7,q_lower,0.716575146646919,0.7301946308724854,exp2,atvBS_dczBSBD_sV
S022,payoff,short,0.9,q_lower,1.2566156153270283,0.7301946308724854,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,long,0.1,q_lower,0.39949634304580417,0.5117229729729735,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,long,0.3,q_lower,0.5156694035606559,0.5117229729729735,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,long,0.5,q_lower,0.6613150230806223,0.5117229729729735,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,long,0.7,q_lower,0.8940968946104205,0.5117229729729735,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,long,0.9,q_lower,1.456875096936825,0.5117229729729735,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,short,0.1,q_lower,0.3978257124844328,0.48062311557789034,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,short,0.3,q_lower,0.5151330888166271,0.48062311557789034,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,short,0.5,q_lower,0.6623136412056334,0.48062311557789034,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,short,0.7,q_lower,0.9034471823785399,0.48062311557789034,exp2,atvBS_dczBSBD_sV
S023,mullerlyer,short,0.9,q_lower,1.4725038006604094,0.48062311557789034,exp2,atvBS_dczBSBD_sV
S024,payoff,long,0.1,q_lower,0.3840126685324918,0.09482000000000024,exp2,atvBS_dczBSBD_sV
S024,payoff,long,0.3,q_lower,0.5292965766495681,0.09482000000000024,exp2,atvBS_dczBSBD_sV
S024,payoff,long,0.5,q_lower,0.7133047431899691,0.09482000000000024,exp2,atvBS_dczBSBD_sV
S024,payoff,long,0.7,q_lower,1.0254364064571173,0.09482000000000024,exp2,atvBS_dczBSBD_sV
S024,payoff,long,0.9,q_lower,1.7750323774190764,0.09482000000000024,exp2,atvBS_dczBSBD_sV
S024,payoff,short,0.1,q_lower,0.3902704162722713,0.895656666666675,exp2,atvBS_dczBSBD_sV
S024,payoff,short,0.3,q_lower,0.498564822869069,0.895656666666675,exp2,atvBS_dczBSBD_sV
S024,payoff,short,0.5,q_lower,0.6252422840786397,0.895656666666675,exp2,atvBS_dczBSBD_sV
S024,payoff,short,0.7,q_lower,0.8254169757603637,0.895656666666675,exp2,atvBS_dczBSBD_sV
S024,payoff,short,0.9,q_lower,1.3303972830536126,0.895656666666675,exp2,atvBS_dczBSBD_sV
S025,payoff,long,0.1,q_lower,0.5674251561506115,0.3105733333333324,exp2,atvBS_dczBSBD_sV
S025,payoff,long,0.3,q_lower,0.7041063522059084,0.3105733333333324,exp2,atvBS_dczBSBD_sV
S025,payoff,long,0.5,q_lower,0.8675157257376591,0.3105733333333324,exp2,atvBS_dczBSBD_sV
S025,payoff,long,0.7,q_lower,1.111880599389398,0.3105733333333324,exp2,atvBS_dczBSBD_sV
S025,payoff,long,0.9,q_lower,1.6468722009288872,0.3105733333333324,exp2,atvBS_dczBSBD_sV
S025,payoff,short,0.1,q_lower,0.5380638622712577,0.38469999999999743,exp2,atvBS_dczBSBD_sV
S025,payoff,short,0.3,q_lower,0.6625619628271151,0.38469999999999743,exp2,atvBS_dczBSBD_sV
S025,payoff,short,0.5,q_lower,0.8153658402816844,0.38469999999999743,exp2,atvBS_dczBSBD_sV
S025,payoff,short,0.7,q_lower,1.0541943319812956,0.38469999999999743,exp2,atvBS_dczBSBD_sV
S025,payoff,short,0.9,q_lower,1.5907263729589896,0.38469999999999743,exp2,atvBS_dczBSBD_sV
S026,payoff,long,0.1,q_lower,0.3924838337689793,0.3006878130217014,exp2,atvBS_dczBSBD_sV
