subj_idx,bias_source,bias_direction,addition_length,stim,response,rt
S001,mullerlyer,short,50,0,0,0.7191023999994286
S001,mullerlyer,short,50,1,1,0.791198699999768
S001,mullerlyer,short,50,0,1,0.9291241999999328
S001,mullerlyer,short,50,0,0,0.6995831000003818
S001,mullerlyer,short,50,0,0,0.6761900999999853
S001,mullerlyer,short,50,1,1,0.8837641000000076
S001,mullerlyer,short,50,0,0,1.0733375999998316
S001,mullerlyer,short,50,1,0,0.8197342000003118
S001,mullerlyer,long,30,1,1,1.516461999999592
S001,mullerlyer,long,30,1,1,0.8633295999998154
S001,mullerlyer,long,30,1,1,0.527164800000719
S001,mullerlyer,long,30,1,1,0.3785198000005039
S001,mullerlyer,long,30,1,1,0.5320744999999079
S001,mullerlyer,long,30,1,0,1.848767699999371
S001,mullerlyer,long,30,0,0,0.9821727999997164
S001,mullerlyer,long,30,0,0,0.4008534000004147
S001,mullerlyer,long,30,1,0,0.4411586999995052
S001,mullerlyer,long,30,1,0,1.030961099999331
S001,mullerlyer,long,30,1,0,1.1415931999999884
S001,mullerlyer,long,30,1,1,0.8329014999999345
S001,mullerlyer,long,30,0,1,0.3986477999997078
S001,mullerlyer,long,30,1,1,0.6709616000007372
S001,mullerlyer,long,30,0,0,1.797295700000177
S001,mullerlyer,long,30,1,1,0.527781199999481
S001,mullerlyer,long,30,0,0,0.6796876999997039
S001,mullerlyer,long,30,0,0,0.9778796000000513
S001,mullerlyer,long,30,0,1,0.5678253999994922
S001,mullerlyer,long,30,0,1,0.5707802999995693
S001,mullerlyer,long,30,0,0,1.0050138000005973
S001,mullerlyer,long,30,1,1,0.6939351000000897
S001,mullerlyer,long,30,0,0,0.6648345999992671
S001,mullerlyer,long,30,0,0,0.5539916999996422
S001,mullerlyer,long,30,1,0,0.5537426000000778
S001,mullerlyer,long,30,0,0,0.7245161999999254
S001,mullerlyer,long,30,0,1,0.5203718999991906
S001,mullerlyer,long,30,1,1,0.3854825999997047
S001,mullerlyer,long,30,0,1,0.4209630000004836
S001,mullerlyer,long,30,0,1,0.6373149999999441
S001,mullerlyer,long,30,1,1,1.108075699999972
S001,mullerlyer,long,30,1,1,1.0286927000006472
S001,mullerlyer,long,30,0,0,1.3496570999996038
S001,mullerlyer,long,30,0,0,0.8395402999994985
S001,mullerlyer,long,30,0,0,1.0451063000000431
S001,mullerlyer,long,30,0,1,0.6662239000006593
S001,mullerlyer,long,30,1,1,0.6186146000000008
S001,mullerlyer,long,30,0,0,1.0014580999995817
S001,mullerlyer,long,30,1,1,0.6290676999997231
S001,mullerlyer,long,30,1,1,0.6845862000000125
S001,mullerlyer,long,30,1,1,0.8711461999992025
S001,mullerlyer,long,30,1,1,0.6432893000001059
S001,mullerlyer,long,30,1,1,0.5951230000000578
S001,mullerlyer,long,30,0,1,0.7689148999997997
S001,mullerlyer,long,30,1,1,0.7244321999996828
S001,mullerlyer,long,30,1,1,0.7662190000000919
S001,mullerlyer,long,30,1,1,0.6200649000002159
S001,mullerlyer,long,30,0,1,0.4607090999998036
S001,mullerlyer,long,30,1,1,0.6523602000006576
S001,mullerlyer,long,30,0,0,0.6531463999999687
S001,mullerlyer,long,50,1,1,0.6307316000002174
S001,mullerlyer,long,50,1,1,0.6026723999993919
S001,mullerlyer,long,50,0,1,0.6206845999995494
S001,mullerlyer,long,50,1,1,0.6459448999994493
S001,mullerlyer,long,50,0,1,0.6896021000002293
S001,mullerlyer,long,50,1,1,0.63835250000011
S001,mullerlyer,long,50,1,1,0.6262471999998525
S001,mullerlyer,long,50,1,1,0.7033059000004869
S001,mullerlyer,long,50,0,1,0.7947398000005705
S001,mullerlyer,long,50,1,1,0.4972514999999475
S001,mullerlyer,long,50,0,0,1.1453151000005164
S001,mullerlyer,long,50,1,1,0.734277700000348
S001,mullerlyer,long,50,0,1,0.7650165000004563
S001,mullerlyer,long,50,1,1,0.7401551000002655
S001,mullerlyer,long,50,1,1,0.8982023999997182
S001,mullerlyer,long,50,1,1,0.663198399999601
S001,mullerlyer,long,50,1,1,0.7042700000001787
S001,mullerlyer,long,50,0,0,0.9719048000006296
S001,mullerlyer,long,50,1,0,0.7966017999997348
S001,mullerlyer,long,50,0,0,0.5280166000002282
S001,mullerlyer,long,50,1,1,0.6543925000005402
S001,mullerlyer,long,50,1,1,0.6316091999997298
S001,mullerlyer,long,50,0,1,0.4613939000000755
S001,mullerlyer,long,50,0,1,0.638260600000649
S001,mullerlyer,long,50,0,1,0.44012819999989006
S001,mullerlyer,long,50,0,0,0.9662525999992796
S001,mullerlyer,long,50,0,0,0.752392499999587
S001,mullerlyer,long,50,0,0,0.6062990999998874
S001,mullerlyer,long,50,1,1,0.8561918999994305
S001,mullerlyer,long,50,0,0,1.0243746000005558
S001,mullerlyer,long,50,1,1,0.624539299999924
S001,mullerlyer,long,50,0,0,0.6073433000001387
S001,mullerlyer,long,50,0,0,0.4672208000001774
S001,mullerlyer,long,50,0,0,0.43279080000047543
S001,mullerlyer,long,50,0,0,0.40985790000013367
S001,mullerlyer,long,50,0,0,0.674480599999697
S001,mullerlyer,long,50,1,1,0.6364437000001999
S001,mullerlyer,long,50,1,1,0.543234400000074
S001,mullerlyer,long,50,1,1,0.989539600000171
S001,mullerlyer,long,50,0,0,0.6924730000000636
S001,mullerlyer,long,50,1,1,0.7662585999996736
S001,mullerlyer,long,50,1,1,0.3780778000000282
S001,mullerlyer,long,50,1,1,0.5058991000005335
S001,mullerlyer,long,50,1,1,0.36126819999935833
S001,mullerlyer,long,50,0,1,0.3873249999996915
S001,mullerlyer,long,50,1,0,1.467075799999293
S001,mullerlyer,long,50,0,0,0.49981750000006286
S001,mullerlyer,long,50,0,0,0.4931583000006867
S001,mullerlyer,long,50,1,0,0.3998854999999822
S001,mullerlyer,long,50,1,1,0.5544387999998435
S001,mullerlyer,long,40,0,1,1.415876500000195
S001,mullerlyer,long,40,0,1,1.5038806000002296
S001,mullerlyer,long,40,1,1,0.8500749000004362
S001,mullerlyer,long,40,1,1,0.9589117999994414
S001,mullerlyer,long,40,0,1,1.0329367999993335
S001,mullerlyer,long,40,0,1,0.8829753999998502
S001,mullerlyer,long,40,1,1,0.6835496000003332
S001,mullerlyer,long,40,1,1,0.7045281999999133
S001,mullerlyer,long,40,1,1,0.6878010000000359
S001,mullerlyer,long,40,1,1,0.6875731999998607
S001,mullerlyer,long,40,1,1,0.6912019999999757
S001,mullerlyer,long,40,1,1,0.6366037000007054
S001,mullerlyer,long,40,1,0,0.931035399999928
S001,mullerlyer,long,40,0,0,0.9899484000006852
S001,mullerlyer,long,40,1,0,0.8144331000003149
S001,mullerlyer,long,40,1,1,0.6133040000004257
S001,mullerlyer,long,40,0,1,0.4889597000001231
S001,mullerlyer,long,40,0,1,0.47136959999988903
S001,mullerlyer,long,40,1,1,0.8789266999992833
S001,mullerlyer,long,40,1,1,0.5401990000000296
S001,mullerlyer,long,40,1,1,0.7079794999999649
S001,mullerlyer,long,40,1,1,0.4513268999999127
S001,mullerlyer,long,40,1,1,0.6959709000002476
S001,mullerlyer,long,40,1,1,0.4668270999991364
S001,mullerlyer,long,40,0,1,0.6718245000001843
S001,mullerlyer,long,40,1,1,0.49206930000036664
S001,mullerlyer,long,40,1,1,0.4353454000001875
S001,mullerlyer,long,40,0,0,0.6307692000000316
S001,mullerlyer,long,40,1,1,0.5958143000007112
S001,mullerlyer,long,40,0,1,0.4450651999995898
S001,mullerlyer,long,40,0,1,0.45777839999936987
S001,mullerlyer,long,40,1,1,0.7523587999994561
S001,mullerlyer,long,40,0,1,0.7440408000002208
S001,mullerlyer,long,40,0,1,0.49380999999993946
S001,mullerlyer,long,40,0,1,0.466999900000701
S001,mullerlyer,long,40,1,1,0.4744367000002967
S001,mullerlyer,long,40,1,1,0.6255334999996194
S001,mullerlyer,long,40,1,1,0.6829406999995626
S001,mullerlyer,long,40,1,1,0.7389047999995455
S001,mullerlyer,long,40,0,0,1.0373507000003883
S001,mullerlyer,long,40,0,0,0.9746042000006128
S001,mullerlyer,long,40,1,1,0.6005248999999822
S001,mullerlyer,long,40,0,0,0.7105219000004581
S001,mullerlyer,long,40,1,1,0.5577264999992622
S001,mullerlyer,long,40,0,0,0.6780337000000145
S001,mullerlyer,long,40,0,0,2.074880099999973
S001,mullerlyer,long,40,0,0,0.4295555999997305
S001,mullerlyer,long,40,1,1,0.530078599999797
S001,mullerlyer,long,40,0,0,0.8498672999994596
S001,mullerlyer,long,40,1,1,0.6655873999998221
S001,mullerlyer,short,40,0,0,0.733456599999954
S001,mullerlyer,short,40,0,0,0.7230755000000499
S001,mullerlyer,short,40,0,0,0.4856015000004845
S001,mullerlyer,short,40,1,0,1.3802323999998407
S001,mullerlyer,short,40,1,0,1.0766089000007923
S001,mullerlyer,short,40,1,0,0.7628678000000946
S001,mullerlyer,short,40,1,0,0.837515600000188
S001,mullerlyer,short,40,1,0,0.6573484999998982
S001,mullerlyer,short,40,0,0,0.7003891000003932
S001,mullerlyer,short,40,1,0,0.6667483000001084
S001,mullerlyer,short,40,0,0,0.6745844999995825
S001,mullerlyer,short,40,0,0,0.37581649999992806
S001,mullerlyer,short,40,0,0,0.6047743999997692
S001,mullerlyer,short,40,1,1,0.8942803999998432
S001,mullerlyer,short,40,0,0,0.6867191000001185
S001,mullerlyer,short,40,1,1,0.671580900000663
S001,mullerlyer,short,40,0,0,1.1047865000000456
S001,mullerlyer,short,40,1,1,0.4681274000004123
S001,mullerlyer,short,40,0,0,0.5447951999994984
S001,mullerlyer,short,40,0,1,0.7265545000000202
S001,mullerlyer,short,40,1,1,0.5160869999999704
S001,mullerlyer,short,40,0,0,0.8339556999999331
S001,mullerlyer,short,40,0,1,0.8893699999998717
S001,mullerlyer,short,40,1,1,0.506895400000758
S001,mullerlyer,short,40,1,1,0.5819545000003927
S001,mullerlyer,short,40,0,0,1.525177900000017
S001,mullerlyer,short,40,0,0,0.8245501000001241
S001,mullerlyer,short,40,1,1,0.562969499999781
S001,mullerlyer,short,40,0,0,0.6527231999998548
S001,mullerlyer,short,40,1,0,1.1725145999998858
S001,mullerlyer,short,40,0,1,0.7306027000004178
S001,mullerlyer,short,40,1,1,0.48336680000011256
S001,mullerlyer,short,40,0,0,0.610097499999938
S001,mullerlyer,short,40,0,0,0.5506770000001779
S001,mullerlyer,short,40,0,0,0.6693307999994431
S001,mullerlyer,short,40,0,0,0.9580594999997628
S001,mullerlyer,short,40,1,0,1.0459128000002238
S001,mullerlyer,short,40,0,0,0.546627400000034
S001,mullerlyer,short,40,0,0,0.7084204000002501
S001,mullerlyer,short,40,0,1,0.973974999999882
S001,mullerlyer,short,40,0,1,0.8496530000002167
S001,mullerlyer,short,40,0,1,0.481136499999593
S001,mullerlyer,short,40,1,1,0.4800167000003057
S001,mullerlyer,short,40,0,1,0.5372144000002663
S001,mullerlyer,short,40,1,1,0.6950518000003285
S001,mullerlyer,short,40,1,0,1.4557506000001013
S001,mullerlyer,short,40,1,0,0.635635600000569
S001,mullerlyer,short,40,0,1,0.5237105999995038
S001,mullerlyer,short,40,1,1,0.4593573000001925
S001,mullerlyer,short,40,1,1,0.7547449000003326
S001,mullerlyer,long,60,0,1,1.2654618999995364
S001,mullerlyer,long,60,0,0,0.8691719999997076
S001,mullerlyer,long,60,1,0,0.7286996000002546
S001,mullerlyer,long,60,1,0,1.4358535000001211
S001,mullerlyer,long,60,0,1,1.6480820000006131
S001,mullerlyer,long,60,0,1,1.625234900000578
S001,mullerlyer,long,60,1,1,0.5706889000002775
S001,mullerlyer,long,60,0,0,1.4384380999999848
S001,mullerlyer,long,60,0,0,1.704301400000077
S001,mullerlyer,long,60,1,1,1.1943030000002182
S001,mullerlyer,long,60,1,1,0.7829166000001351
S001,mullerlyer,long,60,0,1,0.6563366999998834
S001,mullerlyer,long,60,0,1,0.8047839000000749
S001,mullerlyer,long,60,1,1,0.8707077999997637
S001,mullerlyer,long,60,1,1,1.5628953999994335
S001,mullerlyer,long,60,1,1,0.8298359999998866
S001,mullerlyer,long,60,0,1,0.7900949000004402
S001,mullerlyer,long,60,0,1,1.7566102999999202
S001,mullerlyer,long,60,1,1,0.6510683000005884
S001,mullerlyer,long,60,1,1,0.4446595999997953
S001,mullerlyer,long,60,0,1,0.899711699999898
S001,mullerlyer,long,60,1,0,1.3483438000002934
S001,mullerlyer,long,60,0,0,0.9164043999999194
S001,mullerlyer,long,60,0,1,0.5245476999998573
S001,mullerlyer,long,60,0,1,0.4647739000001821
S001,mullerlyer,long,60,1,1,0.6707541999994646
S001,mullerlyer,long,60,0,1,1.3868191000001389
S001,mullerlyer,long,60,0,0,0.9952745000000504
S001,mullerlyer,long,60,0,1,0.6235801000002539
S001,mullerlyer,long,60,0,1,0.7080093999993551
S001,mullerlyer,long,60,1,1,0.5115565999994942
S001,mullerlyer,long,60,1,1,0.4992605999996158
S001,mullerlyer,long,60,0,1,0.6699824000006629
S001,mullerlyer,long,60,1,1,0.6104838999999629
S001,mullerlyer,long,60,0,1,0.6503374000003532
S001,mullerlyer,long,60,0,0,1.1664358000007269
S001,mullerlyer,long,60,0,1,0.5992226999997001
S001,mullerlyer,long,60,1,1,0.45125610000013694
S001,mullerlyer,long,60,0,0,1.017652999999882
S001,mullerlyer,long,60,0,0,0.7968296000008195
S001,mullerlyer,long,60,0,1,0.9108415000000604
S001,mullerlyer,long,60,0,1,0.6825619000001097
S001,mullerlyer,long,60,0,1,0.6847046000002592
S001,mullerlyer,long,60,1,0,1.5626074000001609
S001,mullerlyer,long,60,0,0,0.6566148000001704
S001,mullerlyer,long,60,0,0,1.1996741000002658
S001,mullerlyer,long,60,1,1,0.602674300000217
S001,mullerlyer,long,60,0,1,0.7415019999998549
S001,mullerlyer,long,60,0,1,0.6876729000005071
S001,mullerlyer,long,60,0,1,0.6792943999998897
S001,mullerlyer,short,40,1,0,1.3444361000001663
S001,mullerlyer,short,40,1,1,0.7671368000001166
S001,mullerlyer,short,40,1,1,1.364599000000453
S001,mullerlyer,short,40,1,1,0.9956391999994594
S001,mullerlyer,short,40,1,1,1.2075774000004458
S001,mullerlyer,short,40,1,1,1.4199131999994281
S001,mullerlyer,short,40,0,0,0.8597174999995332
S001,mullerlyer,short,40,0,1,1.4679832000001625
S001,mullerlyer,short,40,1,1,0.7125455000004877
S001,mullerlyer,short,40,0,1,1.027740000000449
S001,mullerlyer,short,40,1,0,2.086993299999449
S001,mullerlyer,short,40,1,1,0.7030498000003718
S001,mullerlyer,short,40,1,1,1.64647530000002
S001,mullerlyer,short,40,0,1,1.0169603000003915
S001,mullerlyer,short,40,0,0,1.4008251000004748
S001,mullerlyer,short,40,1,1,1.2598961000003328
S001,mullerlyer,short,40,0,1,0.9751113000002078
S001,mullerlyer,short,40,1,1,1.2085801000002905
S001,mullerlyer,short,40,1,1,0.696012200000041
S001,mullerlyer,short,40,1,1,0.5873962999994546
S001,mullerlyer,short,40,1,0,1.145858699999735
S001,mullerlyer,short,40,0,0,0.7253535999998348
S001,mullerlyer,short,40,1,1,0.98605359999965
S001,mullerlyer,short,40,1,1,0.888020499999584
S001,mullerlyer,short,40,0,0,1.633601399999861
S001,mullerlyer,short,40,1,0,1.0487152999994578
S001,mullerlyer,short,40,1,1,0.9197548000001916
S001,mullerlyer,short,40,1,1,1.0033025999991878
S001,mullerlyer,short,40,1,1,1.5656441999999515
S001,mullerlyer,short,40,1,1,0.7758065999996688
S001,mullerlyer,short,40,1,1,1.2009259999995263
S001,mullerlyer,short,40,1,1,0.6243149000001722
S001,mullerlyer,short,40,0,1,1.3854095000006057
S001,mullerlyer,short,40,0,1,0.7402349000003596
S001,mullerlyer,short,40,0,1,0.8196376999994754
S001,mullerlyer,short,40,0,0,1.096235699999852
S001,mullerlyer,short,40,1,1,0.4408748000005289
S001,mullerlyer,short,40,1,1,1.0752707000001465
S001,mullerlyer,short,40,0,0,0.9386813999999504
S001,mullerlyer,short,40,0,1,0.9494331999994756
S001,mullerlyer,short,40,1,1,1.5769318000002386
S001,mullerlyer,short,40,0,0,0.9946485000000392
S001,mullerlyer,short,40,1,1,0.8091110000004846
S001,mullerlyer,short,40,1,1,1.2423510999997234
S001,mullerlyer,short,40,1,1,0.8580678999996962
S001,mullerlyer,short,40,1,0,1.0902622999992673
S001,mullerlyer,short,40,1,1,1.13609439999982
S001,mullerlyer,short,40,0,0,1.330735900000036
S001,mullerlyer,short,40,0,0,0.7457471999996415
S001,mullerlyer,short,40,1,1,0.8308789000002434
S001,mullerlyer,short,30,0,0,1.2674096999999165
S001,mullerlyer,short,30,0,1,0.7914445999995223
S001,mullerlyer,short,30,1,1,1.2481238000000303
S001,mullerlyer,short,30,0,0,1.530678899999657
S001,mullerlyer,short,30,1,1,0.6719284000000698
S001,mullerlyer,short,30,1,1,0.7203761000000668
S001,mullerlyer,short,30,0,1,0.5510856000000786
S001,mullerlyer,short,30,1,1,0.6527568000001338
S001,mullerlyer,short,30,1,1,0.696715399999448
S001,mullerlyer,short,30,1,1,0.7883071000005657
S001,mullerlyer,short,30,0,0,0.9172677999995358
S001,mullerlyer,short,30,0,0,0.7687246000004961
S001,mullerlyer,short,30,0,0,0.7994175000003452
S001,mullerlyer,short,30,0,0,1.0445173999996769
S001,mullerlyer,short,30,0,0,1.0360886999997092
S001,mullerlyer,short,30,1,1,0.7307110000001558
S001,mullerlyer,short,30,1,1,1.1507739999997284
S001,mullerlyer,short,30,0,0,0.964361800000006
