subj_idx,bias_source,bias_direction,addition_length,stim,response,rt
S013,mullerlyer,long,50,1,1,0.7913332999996783
S013,mullerlyer,long,50,1,1,0.5033708999999362
S013,mullerlyer,long,50,0,0,0.7309799000004205
S013,mullerlyer,long,50,1,1,0.6094249999996464
S013,mullerlyer,long,50,0,0,0.4969320999998672
S013,mullerlyer,long,50,1,1,0.79124249999949825
S013,mullerlyer,long,50,0,0,0.4814777999999933
S013,mullerlyer,long,50,0,1,0.7449397999998837
S013,mullerlyer,long,50,0,1,1.0444990999994843
S013,mullerlyer,long,50,1,1,0.5919044000002032
S013,mullerlyer,long,50,1,1,0.591167000000496
S013,mullerlyer,long,50,1,1,0.5682641000003059
S013,mullerlyer,long,50,0,1,0.6056070999993608
S013,mullerlyer,long,50,0,1,0.6512751000000208
S013,mullerlyer,long,50,1,1,0.5765402999995786
S013,mullerlyer,long,30,0,1,0.8489259999996648
S013,mullerlyer,long,30,0,1,0.6847211999993306
S013,mullerlyer,long,30,0,1,0.8720186000000467
S013,mullerlyer,long,30,1,1,0.6812733999995544
S013,mullerlyer,long,30,0,1,0.7802102000005107
S013,mullerlyer,long,30,1,1,0.5579207999999198
S013,mullerlyer,long,30,1,1,0.5914751000000251
S013,mullerlyer,long,30,0,1,0.7592023999995945
S013,mullerlyer,long,30,1,1,0.5037206000006336
S013,mullerlyer,long,30,0,0,0.7703334999996514
S013,mullerlyer,long,30,0,0,0.6830669000000853
S013,mullerlyer,long,30,0,1,0.5889093999994657
S013,mullerlyer,long,30,0,0,0.833195600000181
S013,mullerlyer,long,30,0,1,0.6231330000000526
S013,mullerlyer,long,30,0,1,0.651087500000358
S013,mullerlyer,long,30,1,1,1.174079100000199
S013,mullerlyer,long,30,0,0,0.9763136999999916
S013,mullerlyer,long,30,0,0,0.6466470000004847
S013,mullerlyer,long,30,0,0,0.8272976999996899
S013,mullerlyer,long,30,1,1,0.5217814999996335
S013,mullerlyer,long,30,1,1,0.6745867999998154
S013,mullerlyer,long,30,1,1,0.5612241999997423
S013,mullerlyer,long,30,0,0,0.5566977999997107
S013,mullerlyer,long,30,0,0,0.5406673000006776
S013,mullerlyer,long,30,1,1,0.4971143000002485
S013,mullerlyer,long,30,1,1,0.6203444000002492
S013,mullerlyer,long,30,1,1,0.5585009999995236
S013,mullerlyer,long,30,0,0,0.5869317000006049
S013,mullerlyer,long,30,1,1,0.5934809999998834
S013,mullerlyer,long,30,0,0,0.5616190000000643
S013,mullerlyer,long,30,1,1,0.6495986999998422
S013,mullerlyer,long,30,1,1,0.6831492000001163
S013,mullerlyer,long,30,0,0,0.6295911000006527
S013,mullerlyer,long,30,0,1,0.5643014999996012
S013,mullerlyer,long,30,1,1,0.6655455999998594
S013,mullerlyer,long,30,1,1,0.591201799999908
S013,mullerlyer,long,30,0,0,0.5454674000002342
S013,mullerlyer,long,30,0,0,0.7323255999999674
S013,mullerlyer,long,30,1,1,0.5120905000003404
S013,mullerlyer,long,30,1,1,0.45530520000011165
S013,mullerlyer,long,30,0,1,0.641150600000401
S013,mullerlyer,long,30,0,0,0.591929700000037
S013,mullerlyer,long,30,0,1,0.698815900000227
S013,mullerlyer,long,30,1,1,0.5188666999993075
S013,mullerlyer,long,30,1,1,0.5835129999995843
S013,mullerlyer,long,30,0,0,0.749513300000217
S013,mullerlyer,long,30,0,0,0.6230825000002369
S013,mullerlyer,long,30,1,1,0.46031089999996766
S013,mullerlyer,long,30,0,1,0.8247422000004008
S013,mullerlyer,long,30,1,1,0.5544110000000728
S013,mullerlyer,long,50,0,1,1.662185999999565
S013,mullerlyer,long,50,0,1,0.6283467999992354
S013,mullerlyer,long,50,0,1,0.9248133999999482
S013,mullerlyer,long,50,0,1,0.9535271000004286
S013,mullerlyer,long,50,0,1,0.7812094999999317
S013,mullerlyer,long,50,1,1,1.2361157999994248
S013,mullerlyer,long,50,1,1,0.6593072999994547
S013,mullerlyer,long,50,1,1,0.6898500999996031
S013,mullerlyer,long,50,1,1,0.574055000000044
S013,mullerlyer,long,50,1,1,0.5168297000000166
S013,mullerlyer,long,50,0,1,0.7881088000003729
S013,mullerlyer,long,50,1,1,0.48485989999971935
S013,mullerlyer,long,50,1,1,0.5392738000000463
S013,mullerlyer,long,50,1,1,0.7661981999999625
S013,mullerlyer,long,50,0,1,0.760741600000074
S013,mullerlyer,long,50,1,1,0.7912227000006169
S013,mullerlyer,long,50,1,1,0.6610745999996652
S013,mullerlyer,long,50,0,1,0.6577529000005597
S013,mullerlyer,long,50,1,1,0.7904005999998844
S013,mullerlyer,long,50,0,1,2.1576881999999387
S013,mullerlyer,long,50,1,1,1.0162269000002198
S013,mullerlyer,long,50,1,1,0.46817579999969894
S013,mullerlyer,long,50,0,1,0.8708778000000166
S013,mullerlyer,long,50,1,1,0.6835180000007313
S013,mullerlyer,long,50,1,1,0.8389353000002302
S013,mullerlyer,long,50,1,1,0.5378492999998343
S013,mullerlyer,long,50,1,1,0.7093009000000166
S013,mullerlyer,long,50,0,1,0.5625971000008576
S013,mullerlyer,long,50,0,1,0.7001997000006668
S013,mullerlyer,long,50,1,1,0.8936635000000024
S013,mullerlyer,long,50,1,1,0.4327017000005071
S013,mullerlyer,long,50,0,1,0.471499500000391
S013,mullerlyer,long,50,1,1,0.5302245000002586
S013,mullerlyer,long,50,0,1,0.47853180000038265
S013,mullerlyer,long,50,1,1,0.53989480000018375
S013,mullerlyer,long,50,0,0,0.8723042999999961
S013,mullerlyer,long,50,0,0,0.6092118999995364
S013,mullerlyer,long,50,0,0,0.5491433999995934
S013,mullerlyer,long,50,1,0,0.5754217000003337
S013,mullerlyer,long,50,0,0,0.5358931000000666
S013,mullerlyer,long,50,0,1,0.8662044000002425
S013,mullerlyer,long,50,1,1,0.6972849999992832
S013,mullerlyer,long,50,1,1,0.8468028999996022
S013,mullerlyer,long,50,0,1,0.9303757000006954
S013,mullerlyer,long,50,0,1,0.5377760999999737
S013,mullerlyer,long,50,0,1,0.5887328999997408
S013,mullerlyer,long,50,0,1,0.660465099999783
S013,mullerlyer,long,50,1,1,0.6238968000006935
S013,mullerlyer,long,50,1,1,0.5692578000007416
S013,mullerlyer,long,50,1,1,0.7564816000003702
S013,mullerlyer,short,60,1,1,1.0579024999997273
S013,mullerlyer,short,60,0,1,1.1152345999998945
S013,mullerlyer,short,60,1,1,0.5969300999995539
S013,mullerlyer,short,60,0,1,0.6544990000002144
S013,mullerlyer,short,60,1,1,0.708249600000272
S013,mullerlyer,short,60,1,1,0.796397999999499
S013,mullerlyer,short,60,0,0,0.6475719000000026
S013,mullerlyer,short,60,0,0,0.556980599999406
S013,mullerlyer,short,60,1,1,0.8016258999996353
S013,mullerlyer,short,60,0,1,0.6783272000002398
S013,mullerlyer,short,60,0,1,0.5915484999995897
S013,mullerlyer,short,60,0,1,0.5950746999997136
S013,mullerlyer,short,60,1,1,0.5269530000005034
S013,mullerlyer,short,60,1,1,0.5661479999998846
S013,mullerlyer,short,60,0,0,0.5916621999995186
S013,mullerlyer,short,60,1,1,0.5788993000005576
S013,mullerlyer,short,60,0,0,0.5454225000003134
S013,mullerlyer,short,60,0,0,0.6228986999994959
S013,mullerlyer,short,60,0,1,0.7964016999994783
S013,mullerlyer,short,60,0,1,0.6853900999994949
S013,mullerlyer,short,60,1,1,1.1079933000000892
S013,mullerlyer,short,60,1,1,0.7909381999998004
S013,mullerlyer,short,60,0,1,1.140436800000316
S013,mullerlyer,short,60,1,1,0.709544399999686
S013,mullerlyer,short,60,0,1,1.964566900000136
S013,mullerlyer,short,60,1,1,0.5578690000002098
S013,mullerlyer,short,60,0,1,1.1655285000006188
S013,mullerlyer,short,60,0,1,0.5894192000005205
S013,mullerlyer,short,60,1,1,0.7244197999998505
S013,mullerlyer,short,60,1,1,0.6995814000001701
S013,mullerlyer,short,60,1,1,1.141335799999979
S013,mullerlyer,short,60,1,1,0.6141806999994515
S013,mullerlyer,short,60,0,1,0.5955005999994682
S013,mullerlyer,short,60,1,1,0.5946944999996049
S013,mullerlyer,short,60,0,1,0.6047521000000415
S013,mullerlyer,short,60,1,0,0.982942799999364
S013,mullerlyer,short,60,0,1,0.7043924999998126
S013,mullerlyer,short,60,1,1,0.5042087000001629
S013,mullerlyer,short,60,1,1,0.5223286999998891
S013,mullerlyer,short,60,1,1,0.5695926999997027
S013,mullerlyer,short,60,0,1,0.6723772000004828
S013,mullerlyer,short,60,1,1,0.49946580000050744
S013,mullerlyer,short,60,1,1,0.6416818999996394
S013,mullerlyer,short,60,0,1,0.7647696999993059
S013,mullerlyer,short,60,0,1,0.5639295999999376
S013,mullerlyer,short,60,1,0,0.6729648000000452
S013,mullerlyer,short,60,0,0,0.567905900000369
S013,mullerlyer,short,60,0,0,0.6064624000000549
S013,mullerlyer,short,60,1,1,0.6931607999995322
S013,mullerlyer,short,60,1,1,0.5467411999998149
S014,mullerlyer,short,30,1,1,2.2256451000002926
S014,mullerlyer,short,30,0,1,0.93441329999996
S014,mullerlyer,short,30,0,1,1.3477827000001523
S014,mullerlyer,short,30,1,1,1.4320001000000957
S014,mullerlyer,short,30,1,1,1.051130700000158
S014,mullerlyer,short,30,1,1,2.199778199999855
S014,mullerlyer,short,30,1,1,1.15208819999998
S014,mullerlyer,short,30,0,0,2.691266899999846
S014,mullerlyer,short,30,0,0,1.5824529999999868
S014,mullerlyer,short,30,0,0,0.8312290000003486
S014,mullerlyer,short,30,0,1,2.1264320999998745
S014,mullerlyer,short,30,0,0,0.9297973000002456
S014,mullerlyer,short,30,0,0,0.7323331999996299
S014,mullerlyer,short,30,0,0,0.8549195000000509
S014,mullerlyer,short,30,0,0,2.2636195000000043
S014,mullerlyer,short,30,0,1,1.099631500000214
S014,mullerlyer,short,30,0,1,0.8164209999999912
S014,mullerlyer,short,30,0,1,0.7048045000001366
S014,mullerlyer,short,30,1,1,0.5974712000002
S014,mullerlyer,short,30,1,0,1.0854576000001543
S014,mullerlyer,short,30,0,0,0.8853757000001679
S014,mullerlyer,short,30,1,1,0.7073083999998744
S014,mullerlyer,short,30,0,1,0.704963300000145
S014,mullerlyer,short,30,0,1,3.1831130999999004
S014,mullerlyer,short,30,0,0,0.5245326999997815
S014,mullerlyer,short,30,1,0,1.8194832999997743
S014,mullerlyer,short,30,0,0,0.48683189999974275
S014,mullerlyer,short,30,0,0,0.4969110000001819
S014,mullerlyer,short,30,1,1,0.7758633999997073
S014,mullerlyer,short,30,0,0,1.359263600000304
S014,mullerlyer,short,30,1,0,2.0284028999999464
S014,mullerlyer,short,30,1,1,0.5680354000000989
S014,mullerlyer,short,30,0,0,0.8124063000000206
S014,mullerlyer,short,30,1,1,0.6395565000002534
S014,mullerlyer,short,30,0,0,1.016411099999914
S014,mullerlyer,short,30,0,0,1.0817394000000604
S014,mullerlyer,short,30,0,0,0.5745968999999604
S014,mullerlyer,short,30,1,1,0.5367883999997503
S014,mullerlyer,short,30,1,1,0.5050947999998243
S014,mullerlyer,short,30,0,0,0.5913509999995767
S014,mullerlyer,short,30,1,0,0.7199451000001318
S014,mullerlyer,short,30,0,0,0.6797009000001708
S014,mullerlyer,short,30,0,0,0.7039252000004126
S014,mullerlyer,short,30,0,0,0.5121804000000338
S014,mullerlyer,short,30,0,0,0.7862362999999277
S014,mullerlyer,short,30,1,1,0.7526741000001493
S014,mullerlyer,short,30,0,0,0.6225844000000507
S014,mullerlyer,short,30,1,1,0.824042499999905
S014,mullerlyer,short,30,0,0,0.8167585999999574
S014,mullerlyer,long,50,1,1,2.9749127999998564
S014,mullerlyer,long,50,1,1,0.7504441999999472
S014,mullerlyer,long,50,1,1,0.6637602999999217
S014,mullerlyer,long,50,1,1,0.8204098999999587
S014,mullerlyer,long,50,0,1,3.1477669999999307
S014,mullerlyer,long,50,1,1,1.066433599999982
S014,mullerlyer,long,50,0,1,0.8922362999996949
S014,mullerlyer,long,50,1,1,1.339430099999845
S014,mullerlyer,long,50,0,1,0.7206799000000501
S014,mullerlyer,long,50,1,1,0.7713616000000911
S014,mullerlyer,long,50,0,1,0.6579513000001498
S014,mullerlyer,long,50,1,1,1.0681801999999152
S014,mullerlyer,long,50,0,1,0.7996830000001864
S014,mullerlyer,long,50,1,1,0.8809243000000606
S014,mullerlyer,long,50,0,1,0.8917636999999559
S014,mullerlyer,long,50,1,1,0.7079330000001391
S014,mullerlyer,long,50,1,1,1.1347912999999608
S014,mullerlyer,long,50,1,1,0.822506599999997
S014,mullerlyer,long,50,1,1,0.7010756000004221
S014,mullerlyer,long,50,0,1,3.200284300000021
S014,mullerlyer,long,50,0,1,1.3580769999998663
S014,mullerlyer,long,50,0,1,1.01431889999958
S014,mullerlyer,long,50,0,1,0.6448176999997486
S014,mullerlyer,long,50,0,0,1.1346604000000298
S014,mullerlyer,long,50,1,1,0.7474702999998044
S014,mullerlyer,long,50,0,1,0.6569729000002553
S014,mullerlyer,long,50,1,1,0.8279666999997062
S014,mullerlyer,long,50,0,1,0.68829229999983
S014,mullerlyer,long,50,1,1,0.6826504999999088
S014,mullerlyer,long,50,1,1,0.7590405999999348
S014,mullerlyer,long,50,1,1,0.9662578000002212
S014,mullerlyer,long,50,0,0,3.2842555000001994
S014,mullerlyer,long,50,0,1,0.7101318999998512
S014,mullerlyer,long,50,1,1,0.9535478999996484
S014,mullerlyer,long,50,1,1,0.9405568000001948
S014,mullerlyer,long,50,0,1,0.6412700000000768
S014,mullerlyer,long,50,0,1,0.5164340999999695
S014,mullerlyer,long,50,0,1,0.5949833999998191
S014,mullerlyer,long,50,0,1,0.5981274000000667
S014,mullerlyer,long,50,1,1,0.46772139999984574
S014,mullerlyer,long,50,1,0,0.5329180999997334
S014,mullerlyer,long,50,0,0,1.0054165999999896
S014,mullerlyer,long,50,0,1,0.8192552999998952
S014,mullerlyer,long,50,0,1,0.4728400999997575
S014,mullerlyer,long,50,1,1,0.5265917000001537
S014,mullerlyer,long,50,1,1,1.633200100000067
S014,mullerlyer,long,50,1,1,0.6076708000000508
S014,mullerlyer,long,50,0,0,1.6127041999998255
S014,mullerlyer,long,50,1,1,1.0639811999999438
S014,mullerlyer,long,50,1,1,0.5128082999999606
S014,mullerlyer,long,40,1,1,4.5718283999999585
S014,mullerlyer,long,40,0,0,2.5331758000002083
S014,mullerlyer,long,40,1,0,1.8825567999997477
S014,mullerlyer,long,40,1,1,0.7195185000000492
S014,mullerlyer,long,40,0,0,1.8646047000002
S014,mullerlyer,long,40,1,1,0.6996715999998742
S014,mullerlyer,long,40,1,0,0.8030531999997947
S014,mullerlyer,long,40,1,1,1.930752300000222
S014,mullerlyer,long,40,1,1,1.2270323999996435
S014,mullerlyer,long,40,1,1,0.6693568000000596
S014,mullerlyer,long,40,1,1,1.3330006999999569
S014,mullerlyer,long,40,1,1,2.488467799999853
S014,mullerlyer,long,40,1,1,0.5371439000000464
S014,mullerlyer,long,40,1,1,0.6243182000002889
S014,mullerlyer,long,40,0,0,0.957097800000156
S014,mullerlyer,long,40,1,1,2.2405797999999777
S014,mullerlyer,long,40,0,0,0.6162749999998596
S014,mullerlyer,long,40,1,1,2.987380199999734
S014,mullerlyer,long,40,0,0,0.6864767000001848
S014,mullerlyer,long,40,1,1,0.8711783000003379
S014,mullerlyer,long,40,1,1,0.8579783000000134
S014,mullerlyer,long,40,1,1,0.8669632999999521
S014,mullerlyer,long,40,1,1,0.9580823999999666
S014,mullerlyer,long,40,0,0,0.5519423999999162
S014,mullerlyer,long,40,0,0,0.5152069000000665
S014,mullerlyer,long,40,0,0,0.6911642000000029
S014,mullerlyer,long,40,0,1,1.5066782000003514
S014,mullerlyer,long,40,0,1,0.8527115000001686
S014,mullerlyer,long,40,0,0,0.7013237000001027
S014,mullerlyer,long,40,1,0,0.4494210000002567
S014,mullerlyer,long,40,0,1,0.8079233000003114
S014,mullerlyer,long,40,0,0,2.083767799999805
S014,mullerlyer,long,40,1,1,0.6850620000000163
S014,mullerlyer,long,40,1,0,0.4845431000003373
S014,mullerlyer,long,40,0,1,1.2271504999998797
S014,mullerlyer,long,40,0,1,2.677824600000349
S014,mullerlyer,long,40,1,1,0.8248118000001341
S014,mullerlyer,long,40,1,1,0.7320862999999918
S014,mullerlyer,long,40,1,1,0.6810723999997208
S014,mullerlyer,long,40,1,1,0.843369299999722
S014,mullerlyer,long,40,0,0,1.0330246000003172
S014,mullerlyer,long,40,1,1,2.999642899999799
S014,mullerlyer,long,40,0,0,0.6443728999997802
S014,mullerlyer,long,40,1,1,0.6765747999997984
S014,mullerlyer,long,40,1,1,0.6666780999998991
S014,mullerlyer,long,40,0,0,0.8155859000003147
S014,mullerlyer,long,40,0,0,1.8667433999999048
S014,mullerlyer,long,40,1,1,0.6127440000000206
S014,mullerlyer,long,40,0,1,0.567619900000409
S014,mullerlyer,long,40,1,1,0.45201810000025944
S014,mullerlyer,long,50,0,0,2.1561452000000827
S014,mullerlyer,long,50,0,0,0.5381720999998834
S014,mullerlyer,long,50,0,0,2.3491375999997217
S014,mullerlyer,long,50,0,0,3.3997635000000628
S014,mullerlyer,long,50,1,0,0.7188428999997996
S014,mullerlyer,long,50,1,1,1.7471585999996933
S014,mullerlyer,long,50,1,1,0.7850784000002022
S014,mullerlyer,long,50,1,1,0.6847153000003345
S014,mullerlyer,long,50,1,1,2.51701839999987
S014,mullerlyer,long,50,1,1,0.7173443000001498
S014,mullerlyer,long,50,0,0,0.8829830999998194
S014,mullerlyer,long,50,1,1,1.975170199999866
S014,mullerlyer,long,50,0,1,0.7283938000000489
S014,mullerlyer,long,50,0,0,1.201880500000243
S014,mullerlyer,long,50,1,0,1.357317100000273
S014,mullerlyer,long,50,1,1,0.7078771999999844
S014,mullerlyer,long,50,1,1,0.5503547999996954
S014,mullerlyer,long,50,0,0,1.9780464000000393
S014,mullerlyer,long,50,1,1,0.7258677999998326
S014,mullerlyer,long,50,1,1,0.6149043000000347
S014,mullerlyer,long,50,0,1,1.119966199999908
S014,mullerlyer,long,50,0,0,0.8160112000000481
S014,mullerlyer,long,50,0,0,0.56584120000025
S014,mullerlyer,long,50,0,0,0.6651213000000098
S014,mullerlyer,long,50,1,0,0.9210477999999966
S014,mullerlyer,long,50,0,1,1.1497364000001653
S014,mullerlyer,long,50,1,1,0.7437877000002118
S014,mullerlyer,long,50,1,1,0.4865304999998443
S014,mullerlyer,long,50,1,0,1.592756399999871
S014,mullerlyer,long,50,1,1,0.6347283000000061
S014,mullerlyer,long,50,1,1,2.566466599999785
S014,mullerlyer,long,50,1,1,0.7755787999999484
S014,mullerlyer,long,50,1,0,0.8782424000000901
S014,mullerlyer,long,50,0,1,0.6707446000000346
S014,mullerlyer,long,50,0,1,0.6075999000004231
S014,mullerlyer,long,50,0,1,0.7163531000001058
S014,mullerlyer,long,50,0,1,0.663627599999927
S014,mullerlyer,long,50,0,1,0.7328710000001593
S014,mullerlyer,long,50,1,0,0.4952595999998266
S014,mullerlyer,long,50,0,0,0.6435144000001856
S014,mullerlyer,long,50,1,1,0.7412070000000313
S014,mullerlyer,long,50,1,1,0.6405009000000064
S014,mullerlyer,long,50,1,1,0.5093628999998145
S014,mullerlyer,long,50,0,1,0.7661760000000868
S014,mullerlyer,long,50,0,0,0.7552315000002636
S014,mullerlyer,long,50,0,0,0.7246447000002263
S014,mullerlyer,long,50,1,0,0.6700528000001214
S014,mullerlyer,long,50,1,1,0.6915275999999722
S014,mullerlyer,long,50,0,1,1.306569800000034
S014,mullerlyer,long,50,1,1,0.564105599999948
S014,mullerlyer,long,30,1,0,1.2909982000001037
S014,mullerlyer,long,30,0,0,0.5487306999998509
S014,mullerlyer,long,30,0,0,1.154836400000022
S014,mullerlyer,long,30,0,0,0.6249081000000842
S014,mullerlyer,long,30,0,0,0.6245159000000058
S014,mullerlyer,long,30,0,1,0.5915092999998706
S014,mullerlyer,long,30,1,1,0.5488983999998709
S014,mullerlyer,long,30,0,1,0.8086079999998219
S014,mullerlyer,long,30,1,1,0.5145272999998269
S014,mullerlyer,long,30,0,0,0.6758620999999039
S014,mullerlyer,long,30,0,1,0.9579635000000052
S014,mullerlyer,long,30,1,1,0.6494568999996773
S014,mullerlyer,long,30,0,1,0.7272774999996727
S014,mullerlyer,long,30,0,1,2.717212600000039
S014,mullerlyer,long,30,1,1,0.7124681000000237
S014,mullerlyer,long,30,1,1,0.5939995999997336
S014,mullerlyer,long,30,1,1,0.4880380999998124
S014,mullerlyer,long,30,1,1,0.4219890000003943
S014,mullerlyer,long,30,1,1,0.6794879999997647
S014,mullerlyer,long,30,1,1,0.6188200000001416
S014,mullerlyer,long,30,1,1,1.0245869999998831
S014,mullerlyer,long,30,1,0,1.2453121000003191
S014,mullerlyer,long,30,0,0,1.2679133999999976
S014,mullerlyer,long,30,1,1,0.6228148999998666
S014,mullerlyer,long,30,1,0,0.6527138000001287
S014,mullerlyer,long,30,1,1,0.8245499000004202
S014,mullerlyer,long,30,1,0,1.2996133000001464
S014,mullerlyer,long,30,1,0,0.6268416000002617
S014,mullerlyer,long,30,1,0,0.8141050999997788
S014,mullerlyer,long,30,0,0,0.541186899999957
S014,mullerlyer,long,30,0,1,0.8495624000001953
S014,mullerlyer,long,30,0,0,0.46859479999966425
S014,mullerlyer,long,30,1,1,1.2590454999999563
S014,mullerlyer,long,30,1,1,0.72567939999999
S014,mullerlyer,long,30,0,0,0.670539799999915
S014,mullerlyer,long,30,0,0,0.6662550999999439
S014,mullerlyer,long,30,0,0,2.11890910000011
S014,mullerlyer,long,30,1,1,0.5845878999998604
S014,mullerlyer,long,30,0,0,0.7143115999997462
S014,mullerlyer,long,30,0,0,0.539589700000306
S014,mullerlyer,long,30,0,1,1.2995700999999826
S014,mullerlyer,long,30,0,0,0.47020930000007866
S014,mullerlyer,long,30,1,1,0.44350370000029216
S014,mullerlyer,long,30,0,0,0.41141990000005535
S014,mullerlyer,long,30,1,0,1.2955031999999846
S014,mullerlyer,long,30,0,0,0.6495515000001433
S014,mullerlyer,long,30,0,0,0.7412626999998793
S014,mullerlyer,long,30,0,1,0.6503051999998206
S014,mullerlyer,long,30,0,1,0.6883379999999306
S014,mullerlyer,long,30,1,1,0.486413900000116
S014,mullerlyer,short,40,1,0,1.5663473999998132
S014,mullerlyer,short,40,0,0,0.917080100000021
S014,mullerlyer,short,40,1,1,0.6458112000000256
S014,mullerlyer,short,40,0,1,0.7869292999998834
S014,mullerlyer,short,40,1,1,0.5357332999997197
S014,mullerlyer,short,40,1,0,3.8249046000000817
S014,mullerlyer,short,40,1,1,1.7333886999999777
S014,mullerlyer,short,40,0,0,0.7774426999999378
S014,mullerlyer,short,40,1,0,0.4567701999999372
S014,mullerlyer,short,40,0,0,0.6362874999999804
S014,mullerlyer,short,40,1,0,0.8176140999999006
S014,mullerlyer,short,40,0,0,0.6812330999996448
S014,mullerlyer,short,40,0,1,0.7011135000002469
S014,mullerlyer,short,40,1,1,1.8637273999997888
S014,mullerlyer,short,40,1,1,0.5383532000000741
S014,mullerlyer,short,40,0,0,0.5912948999998662
S014,mullerlyer,short,40,0,0,0.8823327000000063
S014,mullerlyer,short,40,0,0,0.4312856000001375
S014,mullerlyer,short,40,1,0,1.9204352999995535
S014,mullerlyer,short,40,1,0,0.706652199999553
S014,mullerlyer,short,40,0,0,0.5329042000003028
S014,mullerlyer,short,40,0,0,0.4089821999996275
S014,mullerlyer,short,40,0,1,0.9022592999999688
S014,mullerlyer,short,40,0,1,0.4625212000000829
S014,mullerlyer,short,40,1,1,0.42544700000053126
S014,mullerlyer,short,40,1,0,0.6328588000005766
S014,mullerlyer,short,40,0,0,0.5484151999999085
S014,mullerlyer,short,40,1,0,0.5806177000004027
S014,mullerlyer,short,40,1,0,2.07281520000015
S014,mullerlyer,short,40,1,0,0.9639239999996788
S014,mullerlyer,short,40,1,0,1.133020000000215
S014,mullerlyer,short,40,1,0,0.5536681000003227
S014,mullerlyer,short,40,1,0,0.5794329000000289
S014,mullerlyer,short,40,0,0,0.5003521999997247
S014,mullerlyer,short,40,1,1,0.6001957999997103
S014,mullerlyer,short,40,0,0,0.4828292000001966
S014,mullerlyer,short,40,1,1,0.4680667000002358
S014,mullerlyer,short,40,0,0,0.5473332999999911
S014,mullerlyer,short,40,0,1,0.4534642999997231
S014,mullerlyer,short,40,1,1,1.5855547999999544
S014,mullerlyer,short,40,1,0,0.6745197000000189
S014,mullerlyer,short,40,1,1,1.9241392000003543
S014,mullerlyer,short,40,0,0,0.6544318999995085
S014,mullerlyer,short,40,0,0,0.4872105999993437
S014,mullerlyer,short,40,0,0,0.5966564999998809
S014,mullerlyer,short,40,1,0,0.4828661999999895
S014,mullerlyer,short,40,1,1,0.6056339999995544
S014,mullerlyer,short,40,1,1,0.627801499999805
S014,mullerlyer,short,40,1,1,0.6719874999998865
S014,mullerlyer,short,40,1,1,0.5205642000000807
S014,mullerlyer,short,40,0,0,1.092672799999491
S014,mullerlyer,short,40,1,0,0.8314460000001418
S014,mullerlyer,short,40,1,1,1.8228948000005405
S014,mullerlyer,short,40,1,1,0.7499444999994012
S014,mullerlyer,short,40,1,0,0.7211470000002009
S014,mullerlyer,short,40,1,0,0.9391875000001164
S014,mullerlyer,short,40,0,0,0.5491437999999107
S014,mullerlyer,short,40,1,0,0.8560390000002371
S014,mullerlyer,short,40,0,0,0.8839028000002145
S014,mullerlyer,short,40,0,1,0.4492597999997088
S014,mullerlyer,short,40,0,0,0.5794715000001815
S014,mullerlyer,short,40,1,0,0.5548141999997824
S014,mullerlyer,short,40,0,1,0.7515893999998298
S014,mullerlyer,short,40,1,1,0.5178554999993139
S014,mullerlyer,short,40,0,1,0.7565439999998489
S014,mullerlyer,short,40,1,0,0.593392099999619
S014,mullerlyer,short,40,0,0,0.5819798000002265
S014,mullerlyer,short,40,0,0,0.5482371999996758
S014,mullerlyer,short,40,0,1,0.844678099999328
S014,mullerlyer,short,40,0,0,1.024166199999854
S014,mullerlyer,short,40,0,0,0.47452009999960865
S014,mullerlyer,short,40,0,0,0.5481843999996272
S014,mullerlyer,short,40,0,0,0.5000414999994973
S014,mullerlyer,short,40,0,0,0.4206373999995776
S014,mullerlyer,short,40,1,1,0.8008319000000483
S014,mullerlyer,short,40,1,0,1.2973338000001604
S014,mullerlyer,short,40,1,0,0.9145975999999792
S014,mullerlyer,short,40,0,0,1.052056200000152
S014,mullerlyer,short,40,1,1,0.6381151000005048
S014,mullerlyer,short,40,1,1,0.35678920000009384
S014,mullerlyer,short,40,0,0,0.3827405000001818
S014,mullerlyer,short,40,1,0,0.6020540999998047
S014,mullerlyer,short,40,1,0,0.614186100000552
S014,mullerlyer,short,40,0,0,0.5445210999996561
S014,mullerlyer,short,40,1,1,0.3855137999998988
S014,mullerlyer,short,40,0,0,0.41617669999959617
S014,mullerlyer,short,40,1,0,0.40173719999984314
S014,mullerlyer,short,40,0,0,0.47197630000027857
S014,mullerlyer,short,40,1,0,0.41067610000027344
S014,mullerlyer,short,40,0,0,0.3698215000003984
S014,mullerlyer,short,40,0,0,0.43283449999944423
S014,mullerlyer,short,40,1,1,1.2542363000002297
S014,mullerlyer,short,40,0,0,0.5359089000003223
S014,mullerlyer,short,40,0,0,0.4556844999997338
S014,mullerlyer,short,40,0,0,0.6359559000002264
S014,mullerlyer,short,40,1,0,0.3911643000001277
S014,mullerlyer,short,40,1,1,0.5424212999996598
S014,mullerlyer,short,40,0,0,0.5535915000000386
S014,mullerlyer,short,40,0,0,0.4697836999994251
S014,mullerlyer,short,40,0,0,0.4181078999999954
S014,mullerlyer,long,40,1,1,1.1829224000002796
S014,mullerlyer,long,40,0,0,0.6102368000001661
S014,mullerlyer,long,40,0,1,0.4417358000000604
S014,mullerlyer,long,40,0,1,0.4133847000002788
S014,mullerlyer,long,40,1,1,0.5384094999999434
S014,mullerlyer,long,40,0,1,0.8913190000002942
