subj_idx,bias_source,bias_direction,stim,response,rt
S002,baserate,long,1,1,3.01768499993086
S002,baserate,long,1,1,3.71966500066085
S002,baserate,long,0,0,1.93265000172853
S002,baserate,long,1,1,3.22780999905722
S002,baserate,long,0,0,1.51382499906795
S002,baserate,long,1,1,2.27539999921935
S002,baserate,long,1,0,3.01243000093503
S002,baserate,long,0,0,3.0000900006938
S002,baserate,long,1,0,2.65323000071032
S002,baserate,long,1,0,2.89412499948919
S002,baserate,long,0,0,2.95557000139832
S002,baserate,long,0,0,1.35484500018239
S002,baserate,long,0,0,1.57111000313785
S002,baserate,long,1,1,2.61524000061572
S002,baserate,long,0,0,2.1139499988188
S002,baserate,long,1,0,2.31950999757306
S002,baserate,long,1,0,3.45069500027282
S002,baserate,long,1,1,3.76473499812918
S002,baserate,long,1,1,3.38237499864893
S002,baserate,long,1,1,3.63035999990029
S002,baserate,long,0,0,2.72925999950724
S002,baserate,long,1,1,2.39747500027196
S002,baserate,long,1,1,2.55251500043588
S002,baserate,long,1,1,2.71272999984622
S002,baserate,long,1,1,3.51134000022633
S002,baserate,long,1,1,2.59051000183728
S002,baserate,long,0,0,3.04835500028534
S002,baserate,long,0,0,1.3347350009994
S002,baserate,long,1,1,2.39442000006318
S002,baserate,long,0,0,2.02043000098391
S002,baserate,long,1,0,2.86318500107288
S002,baserate,long,1,0,3.73584499967635
S002,baserate,long,1,0,3.46642000015199
S002,baserate,long,1,0,5.11296500074608
S002,baserate,long,1,0,3.48257999914348
S002,baserate,long,0,0,1.99882500091715
S002,baserate,long,1,1,2.3738050008893
S002,baserate,long,1,0,3.71790499840753
S002,baserate,long,0,0,5.02844499809163
S002,baserate,long,1,0,3.7553600002511
S002,baserate,long,0,0,3.73352000074327
S002,baserate,long,1,0,4.53608500008225
S002,baserate,long,0,0,3.1304349989495
S002,baserate,long,0,0,1.64061000020623
S002,baserate,long,1,0,3.81048000032349
S002,baserate,long,1,1,3.47180499853926
S002,baserate,long,1,1,2.6752800014667
S002,baserate,long,1,0,3.26606499994993
S002,baserate,long,1,1,4.59236000079973
S002,baserate,long,1,1,3.95722000079513
S002,baserate,long,1,1,3.83637000106855
S002,baserate,long,1,1,4.45767999985635
S002,baserate,long,0,0,2.78487000205917
S002,baserate,long,0,0,0.945955002442432
S002,baserate,long,1,0,2.54695999989808
S002,baserate,long,0,0,4.03950500066161
S002,baserate,long,1,0,2.63192499971271
S002,baserate,long,1,0,2.59932000032826
S002,baserate,long,0,0,2.37132999856965
S002,baserate,long,0,0,1.86652999913573
S002,baserate,long,1,0,2.06752000186129
S002,baserate,long,0,0,2.24899500064492
S002,baserate,long,0,0,2.31718999848604
S002,baserate,long,1,0,2.09029999980807
S002,baserate,long,0,0,2.33050500053899
S002,baserate,long,1,0,2.12911999932587
S002,baserate,long,1,1,2.72496499843078
S002,baserate,long,1,1,2.84600500030382
S002,baserate,long,1,0,2.33202999989135
S002,baserate,long,1,1,2.5189550016783
S002,baserate,long,1,1,2.27827499959886
S002,baserate,long,1,0,2.33394000089808
S002,baserate,long,1,1,4.39782500106096
S002,baserate,long,0,0,2.12872000059648
S002,baserate,long,1,1,2.13145000077367
S002,baserate,long,1,1,2.66601000134051
S002,baserate,long,1,1,2.77734500013053
S002,baserate,long,0,0,2.89969500005202
S002,baserate,long,1,0,2.577185001211
S002,baserate,long,1,1,2.88013499977946
S002,baserate,long,1,1,3.07015999960184
S002,baserate,long,1,1,2.63714499980509
S002,baserate,long,1,1,4.01732500130398
S002,baserate,long,1,0,3.40538500090463
S002,baserate,long,1,0,2.54621000028865
S002,baserate,long,1,1,2.99951000142515
S002,baserate,long,1,1,4.32166999934571
S002,baserate,long,1,1,4.3009850013262
S002,baserate,long,1,1,4.64890500015123
S002,baserate,long,0,0,2.8309099995269
S002,baserate,long,1,1,2.88288000018656
S002,baserate,long,1,1,4.21799499870718
S002,baserate,long,1,1,3.24474499963999
S002,baserate,long,1,1,4.47129000002265
S002,baserate,long,1,1,3.23394499918163
S002,baserate,long,1,1,3.1497000006175
S002,baserate,long,1,1,3.44745500006735
S002,baserate,long,0,0,2.13697999899344
S002,baserate,long,1,0,2.20668000011683
S002,baserate,long,1,1,3.26526499929845
S002,baserate,long,0,0,2.55000499850392
S002,baserate,long,1,1,1.95184500125647
S002,baserate,long,1,1,3.78020500061138
S002,baserate,long,1,1,2.26221499922471
S002,baserate,long,1,1,3.24783000149727
S002,baserate,long,0,0,1.65476000138223
S002,baserate,long,1,1,2.13622999901772
S002,baserate,long,1,1,3.2650249994369
S002,baserate,long,1,1,3.8143199997884
S002,baserate,long,1,1,2.79605499866247
S002,baserate,long,1,1,3.00063000204904
S002,baserate,long,0,0,1.60337499904768
S002,baserate,long,1,0,2.14667999920444
S002,baserate,long,1,1,3.79894500246031
S002,baserate,long,1,1,3.0224899986531
S002,baserate,long,0,0,1.22769999835269
S002,baserate,long,0,0,0.851645000365973
S002,baserate,long,1,0,2.1809850013916
S002,baserate,long,1,0,2.85664499876142
S002,baserate,long,1,0,2.53922499876575
S002,baserate,long,1,0,2.40463999860942
S002,baserate,long,1,0,2.41227499995172
S002,baserate,long,1,1,3.00389999908268
S002,baserate,long,1,1,2.61696000036478
S002,baserate,long,1,1,2.25829499972598
S002,baserate,long,0,0,2.72911500032067
S002,baserate,long,1,1,2.1808450021806
S002,baserate,long,0,0,2.01211499808924
S002,baserate,long,1,1,2.12928500239177
S002,baserate,long,1,1,2.52576999904649
S002,baserate,long,1,1,1.95797999944763
S002,baserate,long,1,1,2.76100000027835
S002,baserate,long,1,1,2.73241000038803
S002,baserate,long,1,1,2.59224000017107
S002,baserate,long,1,1,2.20499500081225
S002,baserate,long,0,0,1.49642499865055
S002,baserate,long,0,0,1.1969649995734
S002,baserate,long,1,1,3.68088500061214
S002,baserate,long,0,0,1.48682500006275
S002,baserate,long,1,1,2.38497499941842
S002,baserate,long,1,1,4.15837999982536
S002,baserate,long,0,0,3.2824099995424
S002,baserate,long,1,1,2.816674999844
S002,baserate,long,1,1,2.8106550014931
S002,baserate,long,1,1,2.48721499967933
S002,baserate,long,1,1,2.08819000062568
S002,baserate,long,0,0,4.85140499847965
S002,baserate,long,1,0,2.32939499820547
S002,baserate,long,1,1,3.71501499758737
S002,baserate,long,1,1,2.69745999996228
S002,baserate,long,1,1,2.60077500108182
S002,baserate,long,1,1,2.47722499993801
S002,baserate,long,1,1,2.44754499761062
S002,baserate,long,1,1,3.40095499918358
S002,baserate,long,1,1,2.13099499981701
S002,baserate,long,1,1,2.43205999997659
S002,baserate,long,0,0,2.21311000141962
S002,baserate,long,1,1,2.37551499865191
S002,baserate,long,1,0,3.03317500091775
S002,baserate,long,0,0,2.16267500087066
S002,baserate,long,0,0,1.41367999788957
S002,baserate,long,1,1,2.44969000143707
S002,baserate,long,1,1,2.55228500020223
S002,baserate,long,0,0,1.72378500143988
S002,baserate,long,1,1,2.80239000010192
S002,baserate,long,1,1,2.71494999891102
S002,baserate,long,1,0,3.41998499981387
S002,baserate,long,1,1,4.13443499971943
S002,baserate,long,1,1,3.60920999958098
S002,baserate,long,1,1,2.94682000038564
S002,baserate,long,1,1,3.25227499894814
S002,baserate,long,1,1,2.28417499889271
S002,baserate,long,1,1,2.47855000023723
S002,baserate,long,1,1,2.59617499981344
S002,baserate,long,1,1,2.0022250024323
S002,baserate,long,1,1,2.98357499744015
S002,baserate,long,1,1,2.8823950007391
S002,baserate,long,1,1,2.29954999833763
S002,baserate,long,1,1,2.41434500010312
S002,baserate,long,0,0,2.04271500003023
S002,baserate,long,0,0,2.06543499978065
S002,baserate,long,1,1,1.95450999960303
S002,baserate,long,1,1,2.5340000000848
S002,baserate,long,1,1,3.13564000079436
S002,baserate,long,1,1,5.21171999937491
S002,baserate,long,0,0,3.29163000002325
S002,baserate,long,1,1,2.23009500059681
S002,baserate,long,1,1,4.27298500246551
S002,baserate,long,1,1,3.03660999974251
S002,baserate,long,1,1,2.38392000093205
S002,baserate,long,1,1,3.26933499991596
S002,baserate,long,0,0,2.04526500070674
S002,baserate,long,1,1,2.27899000026464
S002,baserate,long,1,1,3.21528000152409
S002,baserate,long,1,1,2.93884999845223
S002,baserate,long,1,1,3.08969999837773
S002,baserate,long,1,1,2.73380999969006
S002,baserate,long,1,1,2.67343500082119
S002,baserate,long,1,1,2.38398000015259
S002,baserate,long,0,0,1.98543000006676
S002,baserate,long,1,1,1.86047000074029
S002,baserate,long,1,1,3.56532999860363
S002,baserate,long,1,1,2.48407999763939
S002,baserate,long,1,1,2.68871000027895
S002,baserate,long,1,1,2.06479000086367
S002,baserate,long,0,0,1.53900500208063
S002,baserate,long,1,1,2.11387999916749
S002,baserate,long,1,1,2.44670500018895
S002,baserate,long,1,1,2.40023999991417
S002,baserate,long,1,1,1.82028500000119
S002,baserate,long,0,0,2.71754000107825
S002,baserate,long,1,1,2.21387999918623
S002,baserate,long,0,0,2.14282000020683
S002,baserate,long,1,1,2.62499500082178
S002,baserate,long,1,1,2.21390000016809
S002,baserate,long,0,0,2.25149000032723
S002,baserate,long,1,1,2.00001999938981
S002,baserate,long,1,1,2.58669500088751
S002,baserate,long,0,0,1.78136500121815
S002,baserate,long,1,1,1.942290002055
S002,baserate,long,1,1,2.20098499915259
S002,baserate,long,0,0,1.81053499908924
S002,baserate,long,1,1,2.07478000063224
S002,baserate,long,1,1,3.1915850004214
S003,baserate,long,1,0,0.999940000018086
S003,baserate,long,0,0,0.851660000001918
S003,baserate,long,0,0,0.719164999980144
S003,baserate,long,1,0,1.48750500002263
S003,baserate,long,1,0,0.701429999993555
S003,baserate,long,1,1,0.48448000001844
S003,baserate,long,1,1,0.599304999978431
S003,baserate,long,1,1,0.567500000011567
S003,baserate,long,1,1,0.58327000001376506
S003,baserate,long,1,1,0.651250000001155
S003,baserate,long,1,0,0.617105000003632
S003,baserate,long,1,1,0.40035499998169
S003,baserate,long,0,1,0.6968100000057
S003,baserate,long,1,1,0.667584999971576
S003,baserate,long,1,1,0.883799999986682
S003,baserate,long,0,0,0.836414999965038
S003,baserate,long,1,1,0.684754999959283
S003,baserate,long,1,0,0.652004999982957
S003,baserate,long,1,1,0.333650000018626
S003,baserate,long,1,1,0.484630000022482
S003,baserate,long,1,1,0.765954999976233
S003,baserate,long,1,1,0.76622000000339
S003,baserate,long,0,0,0.783950000013691
S003,baserate,long,0,0,0.81696500002196
S003,baserate,long,1,1,0.551760000041872
S003,baserate,long,1,0,1.18398500000583
S003,baserate,long,1,1,0.400924999976829
S003,baserate,long,1,1,0.617195000034887
S003,baserate,long,1,1,0.868635000006892
S003,baserate,long,0,0,1.08566000004241
S003,baserate,long,1,1,0.867544999994691
S003,baserate,long,1,1,0.684175000017956
S003,baserate,long,1,1,0.618220000004414
S003,baserate,long,0,1,1.05190999999788
S003,baserate,long,1,1,1.11888500000915
S003,baserate,long,1,1,3.50267499999426
S003,baserate,long,1,1,1.85175500000989
S003,baserate,long,1,1,1.56732500001529
S003,baserate,long,1,1,1.61806499999901
S003,baserate,long,1,0,0.600164999990668
S003,baserate,long,1,1,1.85042999994321
S003,baserate,long,1,1,1.36784500004582
S003,baserate,long,0,0,2.05043000001835
S003,baserate,long,1,1,0.933944999986719
S003,baserate,long,1,1,0.817505000019334
S003,baserate,long,1,1,1.68376499998163
S003,baserate,long,1,1,0.866824999996293
S003,baserate,long,1,0,0.751069999982752
S003,baserate,long,1,1,0.50222999995131
S003,baserate,long,1,0,0.516704999980442
S003,baserate,long,1,0,0.851729999980647
S003,baserate,long,0,0,1.06683499999614
S003,baserate,long,1,1,0.400339999971595
S003,baserate,long,0,0,1.1340499999815
S003,baserate,long,1,1,1.26647000004578
S003,baserate,long,1,1,0.816560000009797
S003,baserate,long,0,0,1.00039999996815
S003,baserate,long,0,1,1.16769999998542
S003,baserate,long,1,1,0.633260000002254
S003,baserate,long,1,1,0.434074999979064
S003,baserate,long,1,1,0.5498650000339
S003,baserate,long,0,0,0.516265000001118
S003,baserate,long,1,1,0.284760000035893
S003,baserate,long,1,1,0.247375000013001
S003,baserate,long,1,1,0.268144999982603
S003,baserate,long,1,1,0.450665000035353
S003,baserate,long,0,0,0.284319999972638
S003,baserate,long,0,1,0.301329999997523
S003,baserate,long,1,1,0.200804999998677
S003,baserate,long,0,1,0.268189999980405
S003,baserate,long,1,0,1.2000099999701
S003,baserate,long,0,1,0.268520000039786
S003,baserate,long,1,1,0.31769000002611397
S003,baserate,long,0,1,0.298930000039805
S003,baserate,long,0,1,0.218159999988601
S003,baserate,long,1,0,0.800744999996927
S003,baserate,long,1,1,0.317190000046231
S003,baserate,long,1,1,0.285635000003446
S003,baserate,long,0,1,0.251529999989308
S003,baserate,long,0,1,1.01669499995988
S003,baserate,long,1,1,0.516230000046492
S003,baserate,long,1,1,0.583635000007711
S003,baserate,long,1,1,0.617364999945555
S003,baserate,long,1,0,0.901225000016466
S003,baserate,long,1,1,0.650510000001509
S003,baserate,long,1,1,0.284750000002459
S003,baserate,long,1,1,0.283535000026524
S003,baserate,long,1,1,0.266880000008419
S003,baserate,long,1,0,0.28415999998169
S003,baserate,long,1,1,0.967290000014938
S003,baserate,long,0,1,0.534320000018086
S003,baserate,long,1,0,0.735074999962021
S003,baserate,long,1,1,0.450504999947548
S003,baserate,long,0,1,0.584119999960065
